变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalk_pt,topTalk_th,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,roleName_pt,roleName_th,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
819,,13500,4500,1,FALSE,FALSE,,0,,2,<>,<>,1,,10263,,<>,（圣火台上燃起了熊熊烈火…在圣火照耀下，选手们宣誓开始！),（聖火臺上燃起了熊熊烈火…在聖火照耀下，選手們宣誓開始！),"""(The torch is lit with raging flames... All trainers will be reciting the pledge before the frames!)""",(Ngọn đuốc được thắp lên với ngọn lửa dữ dội... Tất cả các huấn luyện viên sẽ đọc lời tuyên thệ trước ngọn lửa!),"(성화대는 불이 활활 타오르고 있었다... 성화의 불빛 아래에서, 선수들이 시작을 선언했다!)",(A tocha é acesa com chamas furiosas... Todos os treinadores recitarão o juramento diante das chamas!),(คบเพลิงถูกจุดด้วยเปลวไฟที่โหมกระหน่ำ... เทรนเนอร์ทุกคนจะกล่าวคำปฏิญาณต่อหน้าเปลวไฟ!),,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
820,,18000,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,3,“我宣誓，我等将遵照口袋宝贝联盟的精神，堂堂正正进行战斗……!”",“我宣誓，我等將遵照口袋寶貝聯盟的精神，堂堂正正進行戰鬥……!”","""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """"","""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """"","“나는 이 자리에서, 포켓몬 연맹의 정신을 따라, 정정당당하게 싸울 것을 맹세합니다......! ”""","""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """"","""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """"",2,0,0,,,,,,,,,,,,<>,,0,,FALSE,
821,,19500,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,4,“我宣誓…！”,“我宣誓…！”,"""I pledge that...!","""I pledge that...!",“맹세합니다...!”,"""I pledge that...!","""I pledge that...!",7,0,0,,,,,,,,,,,,<>,,0,,FALSE,
822,,21000,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,5,“我宣誓…！”,“我宣誓…！”,"""I pledge that...!","""I pledge that...!",“맹세합니다...!”,"""I pledge that...!","""I pledge that...!",4,0,0,,,,,,,,,,,,<>,,0,,FALSE,
823,,22500,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,6,“我宣誓…！”,“我宣誓…！”,"""I pledge that...!","""I pledge that...!",“맹세합니다...!”,"""I pledge that...!","""I pledge that...!",9,0,0,,,,,,,,,,,,<>,,0,,FALSE,
824,,24000,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,7,“我宣誓…！”,“我宣誓…！”,"""I pledge that...!","""I pledge that...!",“맹세합니다...!”,"""I pledge that...!","""I pledge that...!",6,0,0,,,,,,,,,,,,<>,,0,,FALSE,
825,,25500,1500,1,FALSE,FALSE,,0,,3,<>,<>,1,,,,<>,,,,,,,8,“我宣誓…！”,“我宣誓…！”,"""I pledge that...!","""I pledge that...!",“맹세합니다...!”,"""I pledge that...!","""I pledge that...!",11,0,0,,,,,,,,,,,,<>,,0,,FALSE,
826,,27000,6000,1,FALSE,FALSE,,0,,2,<>,<>,2,,10263,,<>,“听完各位选手的宣誓，我对本次比赛变得更加期待。既然各位选手现在都已准备完毕，那么我宣布——本次比赛正式开始！”,“聽完各位選手的宣誓，我對本次比賽變得更加期待。既然各位選手現在都已準備完畢，那麼我宣佈——本次比賽正式開始！”," After listening to the pledge taken by the trainers, I am looking forward to this tournament even more. Now that all trainers are ready, I shall announce that the tournament has officially started! ","Sau khi nghe lời tuyên thệ của các huấn luyện viên, tôi càng mong chờ giải đấu này hơn. Bây giờ tất cả các huấn luyện viên đã sẵn sàng, tôi xin thông báo rằng giải đấu đã chính thức bắt đầu!","“각 선수들의 선언을 들어보니, 저는 이번 대회에 기대감이 매우 커졌습니다. 각 선수들이 준비가 끝난 것 같으니, 이제 이번 대회의 시작을 알리겠습니다!”","Depois de ouvir o juramento feito pelos treinadores, estou ainda mais ansioso por este torneio. Agora que todos os treinadores estão prontos, declaro que o torneio começou oficialmente!",หลังจากที่ได้ฟังคำปฏิญาณของเทรนเนอร์แล้ว ผมยิ่งตั้งตารอการแข่งขันครั้งนี้มากขึ้นไปอีก ตอนนี้เทรนเนอร์ทุกคนพร้อมแล้ว ผมขอประกาศว่าการแข่งขันได้เริ่มขึ้นอย่างเป็นทางการแล้ว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
850,,0,4500,0,FALSE,FALSE,,0,,2,<>,<>,1,,10131,,<>,“哇，这次世界锦标赛真是精彩极了！下面我想请本次世界锦标赛的冠军，口袋妖怪的训练师代表——真新镇的小智登上圣火台发言！”\n小智…我的名字！,“哇，這次世界錦標賽真是精彩極了！下面我想請本次世界錦標賽的冠軍，口袋妖怪的訓練師代表——真新鎮的小智登上聖火台發言！”\n小智…我的名字！,"""Wow, what an exciting World Championship!   Now I would like to invite the champion of this World Championship, the representative of all Pokémon trainers - Ash of Pallet Town, to say a few words on the torch podium!"" nAsh… My name!","Wow, một Giải Vô địch Thế giới thật thú vị! Bây giờ tôi xin mời nhà vô địch của Giải Vô địch Thế giới này, đại diện cho tất cả các huấn luyện viên Pokémon - Ash Ketchum của Thị trấn Pallet, lên bục đuốc để phát biểu vài lời! nAsh… Tên mình!","“와, 이번 월드 챔피언십은 정말로 눈이 즐거웠습니다! 다음은 이번 월드 챔피언십의 챔피언, 포켓몬 트레이너의 대표, 태초마을의 지우를 성화대로 모셔 발언을 하겠습니다!” \n지우... 내 이름이야!","Uau, que Campeonato Mundial emocionante! Agora eu gostaria de convidar o campeão deste Campeonato Mundial, o representante de todos os treinadores Pokémon - Ash da Cidade de Pallet, para dizer algumas palavras no pódio da tocha! nAsh… Meu nome!",ว้าว ช่างเป็นการแข่งขันชิงแชมป์โลกที่น่าตื่นเต้นอะไรเช่นนี้! ตอนนี้ผมขอเชิญแชมป์ของการแข่งขันชิงแชมป์โลกครั้งนี้ ตัวแทนของเทรนเนอร์โปเกมอนทุกคน - แอช จากเมืองพาลเล็ต ขึ้นมากล่าวอะไรสักเล็กน้อยบนแท่นคบเพลิง! nแอช… ชื่อของฉัน!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
851,,4500,4500,0,FALSE,FALSE,,0,,2,<>,<>,2,,10131,,<>,“…小智，起床了！今天可是你成为口袋妖怪训练师的第一天哟！…”\n……老妈的声音，啊！我是在睡觉做梦，要迟到了！,“…小智，起床了！今天可是你成為口袋妖怪訓練師的第一天喲！…”\n……老媽的聲音，啊！我是在睡覺做夢，要遲到了！,"""... Ash, wake up! Isn't today is your first day as a Pokémon Trainer?!...""\n...... um... it's mum's voice. Ah, I was dreaming! I'm gonna be late!","... Ash, dậy đi! Hôm nay không phải là ngày đầu tiên con trở thành một Huấn luyện viên Pokémon sao?!...\n...... ừm... là giọng của mẹ. À, mình đang mơ! Mình sắp muộn rồi!","“...지우야, 일어나렴! 오늘은 너가 포켓몬 트레이너가 되는 첫날이란다!...” \n......엄마의 목소리에, 아! 내가 꿈꾸느라 늦었겠어!","... Ash, acorde! Não é hoje o seu primeiro dia como Treinador Pokémon?!...\n...... hum... é a voz da mamãe. Ah, eu estava sonhando! Vou me atrasar!",... แอช ตื่นได้แล้ว! วันนี้ไม่ใช่วันแรกของการเป็นเทรนเนอร์โปเกมอนของลูกเหรอ?!...\n...... อืม... เสียงแม่นี่เอง อ่า ฉันฝันไป! เดี๋ยวจะสายแล้ว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
1001,,0,2000,0,FALSE,TRUE,,0,,2,<>,<>,1,<0>,,,<>,战斗开始了，让我们全力以赴吧！,戰鬥開始了，讓我們全力以赴吧！,"The battle is starting, let's do our best!","Trận đấu sắp bắt đầu, hãy cố gắng hết sức nhé!","전투가 시작됐어, 전력을 다하자!","A batalha está começando, vamos dar o nosso melhor!",การต่อสู้กำลังจะเริ่มแล้ว มาพยายามให้เต็มที่กันเถอะ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
1011,,0,2000,0,FALSE,TRUE,,0,,2,<>,<>,2,,,{y=600;x=-30},<>,让我来告诉你战斗的基本技巧吧,讓我來告訴你戰鬥的基本技巧吧,Let me teach you some basic battle techniques,Để mình dạy cậu một số kỹ thuật chiến đấu cơ bản,전투의 기본 기술을 알려주도록 할게,Deixe-me ensinar algumas técnicas básicas de batalha,ให้ฉันสอนเทคนิคการต่อสู้พื้นฐานให้เธอบางอย่าง,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,{y=600;x=-30},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<>,,0,,FALSE,
1012,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,点击这里选择你需要使用的技能。,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,Chạm vào đây để chọn chiêu thức bạn muốn thực hiện.,이곳을 클릭하여 사용할 스킬을 선택하세요.,Toque aqui para selecionar o movimento que você quer fazer.,แตะที่นี่เพื่อเลือกท่าที่คุณต้องการใช้,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<bottomRightPanel;skill3>,effect/shouyindao.skel,0,,FALSE,
1013,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,选择技能后，点击选择技能的作用目标吧。,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,Chọn chiêu thức và chạm vào mục tiêu để sử dụng chiêu thức đó.,"스킬을 선택한 후, 스킬 대상을 선택하세요.",Selecione o movimento e toque no alvo para lançar o movimento.,เลือกท่าและแตะที่เป้าหมายเพื่อใช้ท่า,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<UILayer;hitPanel7>,effect/shouyindao.skel,0,,FALSE,
1021,,0,0,0,FALSE,TRUE,,0,,1,<>,<>,1,,,,<>,点击这里选择你需要使用的技能。,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,Chạm vào đây để chọn chiêu thức bạn muốn thực hiện.,이곳을 클릭하여 사용할 스킬을 선택하세요.,Toque aqui para selecionar o movimento que você quer fazer.,แตะที่นี่เพื่อเลือกท่าที่คุณต้องการใช้,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<bottomRightPanel;skill3>,effect/shouyindao.skel,0,,FALSE,
1022,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,选择技能后，点击选择技能的作用目标吧。,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,Chọn chiêu thức và chạm vào mục tiêu để sử dụng chiêu thức đó.,"스킬을 선택한 후, 스킬 대상을 선택하세요.",Selecione o movimento e toque no alvo para lançar o movimento.,เลือกท่าและแตะที่เป้าหมายเพื่อใช้ท่า,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<UILayer;hitPanel8>,effect/shouyindao.skel,0,,FALSE,
1031,,0,2000,0,FALSE,TRUE,,0,,2,<>,<>,2,,,{y=600;x=-30},<>,尝试下使用更强力的技能，使用后会进入一定回合数的冷却。,嘗試下使用更強力的技能，使用後會進入一定回合數的冷卻。,"Try the more powerful moves, which will cool down for a few turns after using it.","Hãy thử những chiêu thức mạnh hơn, chúng sẽ có thời gian hồi chiêu trong vài lượt sau khi sử dụng.","더 강력한 스킬을 시도해봐, 사용하고 나면 일정 턴 간 쿨타임이 적용되.","Tente os movimentos mais poderosos, que terão um tempo de recarga de alguns turnos após o uso.",ลองใช้ท่าที่ทรงพลังกว่านี้สิ ซึ่งจะคูลดาวน์สองสามเทิร์นหลังจากใช้,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,{y=600;x=-30},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<>,,0,,FALSE,
1032,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,点击这里选择你需要使用的技能。,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,Chạm vào đây để chọn chiêu thức bạn muốn thực hiện.,이곳을 클릭하여 사용할 스킬을 선택하세요.,Toque aqui para selecionar o movimento que você quer fazer.,แตะที่นี่เพื่อเลือกท่าที่คุณต้องการใช้,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<bottomRightPanel;skill2>,effect/shouyindao.skel,0,,FALSE,
1033,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,选择技能后，点击选择技能的作用目标吧。,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,Chọn chiêu thức và chạm vào mục tiêu để sử dụng chiêu thức đó.,"스킬을 선택한 후, 스킬 대상을 선택하세요.",Selecione o movimento e toque no alvo para lançar o movimento.,เลือกท่าและแตะที่เป้าหมายเพื่อใช้ท่า,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<UILayer;hitPanel7>,effect/shouyindao.skel,0,,FALSE,
1041,,0,0,0,FALSE,TRUE,,0,,1,<>,<>,1,,,,<>,点击这里选择你需要使用的技能。,點擊這裡選擇你需要使用的技能。,Tap here to select the move you want to make.,Chạm vào đây để chọn chiêu thức bạn muốn thực hiện.,이곳을 클릭하여 사용할 스킬을 선택하세요.,Toque aqui para selecionar o movimento que você quer fazer.,แตะที่นี่เพื่อเลือกท่าที่คุณต้องการใช้,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<bottomRightPanel;skill2>,effect/shouyindao.skel,0,,FALSE,
1042,,0,0,0,FALSE,FALSE,,0,,1,<>,<>,1,,,,<>,选择技能后，点击选择技能的作用目标吧。,選擇技能後，點擊選擇技能的作用目標吧。,Select the move and tap the target to cast the move on.,Chọn chiêu thức và chạm vào mục tiêu để sử dụng chiêu thức đó.,"스킬을 선택한 후, 스킬 대상을 선택하세요.",Selecione o movimento e toque no alvo para lançar o movimento.,เลือกท่าและแตะที่เป้าหมายเพื่อใช้ท่า,,,,,,,,,0,0,,login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,Rotom Pokédex,,<UILayer;hitPanel9>,effect/shouyindao.skel,0,,FALSE,
