变量名,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,jumpTo,languages
1058,1,10,10,300000000,,,50,{rmb=50;gold=20000},,7,挤进富豪榜,擠進富豪榜,Entering the Wealthy ranking,Chen Hàng Đại Gia,부자 순위 입성,Entrando no ranking dos ricos,เข้าสู่การจัดอันดับผู้มั่งคั่ง,累计拥有金币300000000,累計擁有金幣300000000,Own 300000000 coins in total,Tích luỹ Gold đạt 300M,누적 보유 300000000골드,Tenha 300000000 de moedas no total,มีเหรียญทั้งหมด 300000000 เหรียญ,gainGold,
1059,1,10,10,600000000,,,50,{rmb=50;gold=20000},,8,世界首富,世界首富,World's Richest,Giàu Nhất Thế Giới,세계 최고 부자,Os mais ricos do mundo,เศรษฐีที่รวยที่สุดในโลก,累计拥有金币600000000,累計擁有金幣600000000,Own 600000000 coins in total,Tích luỹ Gold đạt 600M,누적 보유 600000000골드,Tenha 600000000 de moedas no total,มีเหรียญทั้งหมด 600000000 เหรียญ,gainGold,
1060,1,10,10,1500000000,,,50,{rmb=50;gold=20000},,9,花不完的钱,花不完的錢,Infinite amount of money,Tiền Tiêu Không Hết,끝없는 돈,Quantidade infinita de dinheiro,เงินจำนวนอนันต์,累计拥有金币1500000000,累計擁有金幣1500000000,Own 1500000000 coins in total,Tích luỹ Gold đạt 1.5B,누적 보유 1500000000골드,Tenha 1500000000 moedas no total,มีเหรียญทั้งหมด 1500000000 เหรียญ,gainGold,
1061,1,11,11,3000000,,,10,{rmb=30;gold=20000},,1,洒洒水,灑灑水,Easy-peasy,Tưới Nước,콸콸콸,Fácil-fácil,ง่ายมากๆ,累计消耗金币3000000,累計消耗金幣3000000,Spend 3000000 coins in total,Tích luỹ tiêu hao Gold 3M,누적 소모 3000000골드,Gaste 3000000 moedas no total,ใช้เงินทั้งหมด 3000000 เหรียญ,,
1062,1,11,11,6000000,,,10,{rmb=30;gold=20000},,2,洒的不心疼,灑的不心疼,Don't feel bad for spilling it,Vung Không Xót Tay,아낌없이,Não se sinta mal por derramar isso,อย่ารู้สึกแย่เมื่อหกมันออกมา,累计消耗金币6000000,累計消耗金幣6000000,Spend 6000000 coins in total,Tích luỹ tiêu hao Gold 6M,누적 소모 6000000골드,Gaste 6000000 moedas no total,ใช้เงินทั้งหมด 6000000 เหรียญ,,
1063,1,11,11,15000000,,,10,{rmb=30;gold=20000},,3,几个包的钱,幾個包的錢,Few packets of money,Vài Túi Tiền,돈가방 몇 개,Poucos pacotes de dinheiro,เงินซองเล็ก ๆ น้อย ๆ,累计消耗金币15000000,累計消耗金幣15000000,Spend 15000000 coins in total,Tích luỹ tiêu hao Gold 15M,누적 소모 15000000골드,Gaste 15000000 moedas no total,ใช้เงินทั้งหมด 15000000 เหรียญ,,
1064,1,11,11,30000000,,,20,{rmb=50;gold=20000},,4,奔驰小跑开起来,賓士小跑開起來,Take the Mercedes Sportscar for a spin,Chạy Xe Mercedes,스포츠카,Dê uma volta no Mercedes Sportscar,ทดลองขับรถ Mercedes Sportscar,累计消耗金币30000000,累計消耗金幣30000000,Spend 30000000 coins in total,Tích luỹ tiêu hao Gold 30M,누적 소모 30000000골드,Gaste 30000000 moedas no total,ใช้เงินทั้งหมด 30000000 เหรียญ,,
1065,1,11,11,60000000,,,20,{rmb=50;gold=20000},,5,洋楼豪宅住起来,洋樓豪宅住起來,Live in bangalows and mansions,Sống Nhà Biệt Thự,호화 주택,Viva em bangalows e mansões,อาศัยอยู่ในบังกะโลและคฤหาสน์,累计消耗金币60000000,累計消耗金幣60000000,Spend 60000000 coins in total,Tích luỹ tiêu hao Gold 60M,누적 소모 60000000골드,Gaste 60000000 moedas no total,ใช้เงินทั้งหมด 60000000 เหรียญ,,
1066,1,11,11,150000000,,,30,{rmb=50;gold=20000},,6,游艇别墅买起来,遊艇別墅買起來,Buy yachtes and mansions,Mua Du Thuyền,유람선 별장,Compre iates e mansões,ซื้อเรือยอทช์และคฤหาสน์,累计消耗金币150000000,累計消耗金幣150000000,Spend 150000000 coins in total,Tích luỹ tiêu hao Gold 150M,누적 소모 150000000골드,Gaste 150000000 moedas no total,ใช้เงินทั้งหมด 150000000 เหรียญ,,
1067,1,11,11,300000000,,,50,{rmb=100;gold=20000},,7,不差钱,不差錢,Not in short of money,Không Thiếu Tiền,돈걱정 없음,Não falta dinheiro,ไม่ขาดแคลนเงิน,累计消耗金币300000000,累計消耗金幣300000000,Spend 300000000 coins in total,Tích luỹ tiêu hao Gold 300M,누적 소모 300000000골드,Gaste 300000000 moedas no total,ใช้เงินทั้งหมด 300000000 เหรียญ,,
1068,1,11,11,600000000,,,50,{rmb=200;gold=20000},,8,大手大脚,大手大腳,Clumsy,Vung Tay Quá Trán,흥청망청,Desajeitado,ซุ่มซ่าม,累计消耗金币600000000,累計消耗金幣600000000,Spend 600000000 coins in total,Tích luỹ tiêu hao Gold 600M,누적 소모 600000000골드,Gaste 600000000 moedas no total,ใช้เงินทั้งหมด 600000000 เหรียญ,,
1069,1,11,11,1500000000,,,50,{rmb=200;gold=20000},,9,花钱如流水,花錢如流水,Spendthrift,Tiền Tiêu Như Nước,물 쓰듯 돈 쓰기,Perdulário,การใช้จ่ายสุรุ่ยสุร่าย,累计消耗金币1500000000,累計消耗金幣1500000000,Spend 1500000000 coins in total,Tích luỹ tiêu hao Gold 1.5B,누적 소모 1500000000 골드,Gaste 1500000000 moedas no total,ใช้เงินทั้งหมด 1500000000 เหรียญ,,
1070,1,12,12,5000,,,20,{rmb=30;gold=20000},,1,小钱靠存,小錢靠存,Earn the nickels and dimes,Tích Tiểu Thành Đại,작은 돈 저축,Ganhe os níqueis e centavos,รับเงินห้าเซ็นต์และสิบเซ็นต์,累计拥有钻石5000,累計擁有鑽石5000,Owns diamond 5000in total,Tích luỹ Diamond đạt 5000,누적 보유 5000다이아,Possui 5000 diamantes no total,เป็นเจ้าของเพชรรวม 5000,,
1071,1,12,12,10000,,,20,{rmb=30;gold=20000},,2,大钱得赚,大錢得賺,Earning big money,Phi Thương Bất Phú,큰 돈 벌기,Ganhar muito dinheiro,สร้างรายได้มหาศาล,累计拥有钻石10000,累計擁有鑽石10000,Owns diamond 10000in total,Tích luỹ Diamond đạt 10000,누적 보유 10000다이아,Possui 10000 diamantes no total,เป็นเจ้าของเพชรทั้งหมด 10000,,
1072,1,12,12,20000,,,20,{rmb=30;gold=20000},,3,意思意思,意思意思,You're welcome,Ý Nghĩa,성의 표시,De nada,ด้วยความยินดี,累计拥有钻石20000,累計擁有鑽石20000,Owns diamond 20000in total,Tích luỹ Diamond đạt 20000,누적 보유 20000다이아,Possui 20.000 diamantes no total,เป็นเจ้าของเพชร 20000 รวมทั้งหมด,,
1073,1,12,12,50000,,,30,{rmb=50;gold=20000},,4,投资有道,投資有道,Wise Investor,Đầu Tư Có Lời,투자의 길,Investidor Sábio,นักลงทุนที่ชาญฉลาด,累计拥有钻石50000,累計擁有鑽石50000,Owns diamond 50000in total,Tích luỹ Diamond đạt 50000,누적 보유 50000다이아,Possui 50000 diamantes no total,เป็นเจ้าของเพชรมูลค่ารวม 50000,,
1074,1,12,12,100000,,,30,{rmb=50;gold=20000},,5,金猪霸,金豬霸,Golden Pig,Heo Vàng,황금돼지,Porco Dourado,หมูทอง,累计拥有钻石100000,累計擁有鑽石100000,Owns diamond 100000in total,Tích luỹ Diamond đạt 100000,누적 보유 100000다이아,Possui 100.000 diamantes no total,เป็นเจ้าของเพชรมูลค่ารวม 100000,,
1075,1,12,12,200000,,,30,{rmb=50;gold=20000},,6,壕主蝶,壕主蝶,Wealthy Butterfly,Hào Chủ Điệp,부의 나비,Borboleta Rica,ผีเสื้อผู้มั่งคั่ง,累计拥有钻石200000,累計擁有鑽石200000,Owns diamond 200000in total,Tích luỹ Diamond đạt 200000,누적 보유 200000다이아,Possui 200.000 diamantes no total,เป็นเจ้าของเพชรทั้งหมด 200000,,
1076,1,12,12,500000,,,50,{rmb=50;gold=20000},,7,大富豪,大富豪,Tycoon,Đại Phú Hào,대부호,Magnata,ไทคูน,累计拥有钻石500000,累計擁有鑽石500000,Owns diamond 500000in total,Tích luỹ Diamond đạt 500000,누적 보유 500000다이아,Possui 500.000 diamantes no total,"เป็นเจ้าของเพชรมูลค่ารวม 500,000",,
1077,1,12,12,1000000,,,50,{rmb=100;gold=20000},,8,大富豪,大富豪,Tycoon,Đại Phú Hào,대부호,Magnata,ไทคูน,累计拥有钻石1000000,累計擁有鑽石1000000,Owns diamond 1000000in total,Tích luỹ Diamond đạt 1000000,누적 보유 1000000다이아,Possui 1.000.000 de diamantes no total,เป็นเจ้าของเพชรทั้งหมด 1000000,,
1078,1,12,12,5000000,,,50,{rmb=100;gold=20000},,9,大富豪,大富豪,Tycoon,Đại Phú Hào,대부호,Magnata,ไทคูน,累计拥有钻石5000000,累計擁有鑽石5000000,Owns diamond 5000000in total,Tích luỹ Diamond đạt 5000000,누적 보유 5000000다이아,Possui diamantes 5000000 no total,เป็นเจ้าของเพชรจำนวน 5000000 รวม,,
1079,1,13,13,5000,,,20,{rmb=30;gold=20000},,1,吃好喝好,吃好喝好,Eat and drink well,Ăn Tốt Uống Tốt,먹고 마시고,Coma e beba bem,กินและดื่มให้ดี,累计消耗钻石5000,累計消耗鑽石5000,Spends 5000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 5000,누적 소모 5000다이아,Gasta 5000 diamantes no total,"ใช้เพชรทั้งหมด 5,000 เม็ด",,
1080,1,13,13,10000,,,20,{rmb=30;gold=20000},,2,想买什么买什么,想買什麼買什麼,Buy whatever you feel like buying,Muốn Gì Mua Đó,뭐든 살 수 있어,Compre o que você tiver vontade de comprar,ซื้ออะไรก็ได้ที่คุณอยากจะซื้อ,累计消耗钻石10000,累計消耗鑽石10000,Spends 10000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 10000,누적 소모 10000다이아,Gasta 10000 diamantes no total,"ใช้เพชรทั้งหมด 10,000 เม็ด",,
1081,1,13,13,20000,,,20,{rmb=50;gold=20000},,3,闭眼购物,閉眼購物,Blind Shopping,Mua Không Nhìn Giá,눈 감고 물건 사기,Compras às cegas,ช้อปปิ้งแบบตาบอด,累计消耗钻石20000,累計消耗鑽石20000,Spends 20000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 20000,누적 소모 20000다이아,Gasta 20.000 diamantes no total,"ใช้เพชรทั้งหมด 20,000 เม็ด",,
1082,1,13,13,50000,,,30,{rmb=50;gold=20000},,4,只挑喜欢的,只挑喜歡的,Only choose what you like,Chỉ Chọn Cái Thích,좋은 것만 골라요,Escolha apenas o que você gosta,เลือกเฉพาะสิ่งที่คุณชอบ,累计消耗钻石50000,累計消耗鑽石50000,Spends 50000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 50000,누적 소모 50000다이아,Gasta 50000 diamantes no total,"ใช้เพชรทั้งหมด 50,000 เม็ด",,
1083,1,13,13,100000,,,30,{rmb=50;gold=20000},,5,只选最贵的,只選最貴的,Only choose the most expensive,Chỉ Chọn Đắt Nhất,비싼 것만 골라요,Escolha apenas o mais caro,เลือกเฉพาะสิ่งที่มีราคาแพงที่สุดเท่านั้น,累计消耗钻石100000,累計消耗鑽石100000,Spends 100000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 100000,누적 소모 100000다이아,Gasta 100000 diamantes no total,"ใช้เพชรทั้งหมด 100,000 เม็ด",,
1084,1,13,13,200000,,,30,{rmb=100;gold=20000},,6,壕主随意,壕主隨意,"Do anything you want, you're rich",Tuỳ Ý Hào Chủ,제멋대로,"Faça o que quiser, você é rico",ทำอะไรก็ได้ที่คุณอยากทำ คุณรวย,累计消耗钻石200000,累計消耗鑽石200000,Spends 200000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 200000,누적 소모 200000다이아,Gasta 200000 diamantes no total,"ใช้เพชรทั้งหมด 200,000 เม็ด",,
1085,1,13,13,500000,,,50,{rmb=100;gold=20000},,7,神秘土豪,神秘土豪,Mysterious Rich Man,Đại Gia Bí Ẩn,신비의 재벌,Homem rico misterioso,เศรษฐีลึกลับ,累计消耗钻石500000,累計消耗鑽石500000,Spends 500000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 500000,누적 소모 500000다이아,Gasta 500000 diamantes no total,"ใช้เพชรทั้งหมด 500,000 เม็ด",,
1086,1,13,13,1000000,,,50,{rmb=200;gold=20000},,8,神秘土豪,神秘土豪,Mysterious Rich Man,Đại Gia Bí Ẩn,신비의 재벌,Homem rico misterioso,เศรษฐีลึกลับ,累计消耗钻石1000000,累計消耗鑽石1000000,Spends 1000000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 1000000,누적 소모 1000000다이아,Gasta 1.000.000 de diamantes no total,ใช้เพชรทั้งหมด 1000000 เพชร,,
1087,1,13,13,5000000,,,50,{rmb=300;gold=20000},,9,神秘土豪,神秘土豪,Mysterious Rich Man,Đại Gia Bí Ẩn,신비의 재벌,Homem rico misterioso,เศรษฐีลึกลับ,累计消耗钻石5000000,累計消耗鑽石5000000,Spends 5000000 diamonds in total,Tích luỹ tiêu hao Diamond đạt 5000000,누적 소모 5000000다이아,Gasta 5000000 diamantes no total,ใช้เพชรทั้งหมด 5000000 เพชร,,
1088,1,3,3,600,,,50,{rmb=200;453=20},FALSE,5,宗师训练,宗師訓練,Grand training,Đào tạo thạc sĩ,종사의 훈련,Grande treinamento,การฝึกอบรมครั้งยิ่งใหญ่,特权属性点累计等级达到600级,特權屬性點累計等級達到600級,Total privilege type point reaches level 600,Mức tích lũy điểm thuộc tính đặc quyền đạt 600,특권 속성 포인트 누적 600레벨 달성,O ponto total do tipo de privilégio atinge o nível 600,คะแนนประเภทสิทธิพิเศษรวมจะถึงระดับ 600,trainer,
