变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
55,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,装备进阶,裝備進階,Equip. Advance,Equip. Advance,장비 진화,Equipar. Avançar,อุปกรณ์.ล่วงหน้า,1,11,,{20=6},20件装备升级至蓝色+1品质,20件裝備升級至藍色+1品質,Increase 20 equipment to Rare +1,Increase 20 equipment to Rare +1,장비 20개 파란색+1 등급 달성,Aumente 20 equipamentos para Raro +1,เพิ่มอุปกรณ์ 20 เป็นระดับหายาก +1,{20391=1;gold=20000;12=20},,,
56,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,装备进阶,裝備進階,Equip. Advance,Equip. Advance,장비 진화,Equipar. Avançar,อุปกรณ์.ล่วงหน้า,1,11,,{20=7},20件装备升级至蓝色+2品质,20件裝備升級至藍色+2品質,Increase 20 equipment to Rare +2,Increase 20 equipment to Rare +2,장비 20개 파란색+2 등급 달성,Aumente 20 equipamentos para Raro +2,เพิ่มอุปกรณ์ 20 เป็นระดับหายาก +2,{20391=1;gold=10000;12=20},,,
57,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,装备进阶,裝備進階,Equip. Advance,Equip. Advance,장비 진화,Equipar. Avançar,อุปกรณ์.ล่วงหน้า,1,11,,{20=8},20件装备升级至蓝色+3品质,20件裝備升級至藍色+3品質,Increase 20 equipment to Rare +3,Increase 20 equipment to Rare +3,장비 20개 파란색+3 등급 달성,Aumente 20 equipamentos para Raro +3,เพิ่มอุปกรณ์ 20 เป็นระดับหายาก +3,{20391=1;gold=4000;12=20},,,
58,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,1,装备进阶,裝備進階,Equip. Advance,Equip. Advance,장비 진화,Equipar. Avançar,อุปกรณ์.ล่วงหน้า,1,11,,{20=9},20件装备升级至紫色品质,20件裝備升級至紫色品質,Upgrade 20 equipment to Epic,Upgrade 20 equipment to Epic,장비 20개 보라색 등급 달성,Atualize 20 equipamentos para Épico,อัพเกรดอุปกรณ์ 20 ชิ้นเป็นระดับ Epic,{20391=1;gold=6000;12=20},,,
59,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{3=1},3件装备升级到1星,3件裝備升級到1星,Increase 3 stars for 1 equipment,Increase 3 stars for 1 equipment,장비 3개 1성 달성,Aumente 3 estrelas para 1 equipamento,เพิ่ม 3 ดาวสำหรับอุปกรณ์ 1 ชิ้น,{20391=1;gold=8000;12=20},,,
60,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{10=1},10件装备升级到1星,10件裝備升級到1星,Increase 10 stars for 1 equipment,Increase 10 stars for 1 equipment,장비 10개 1성 달성,Aumente 10 estrelas para 1 equipamento,เพิ่มดาว 10 ดวงสำหรับอุปกรณ์ 1 ชิ้น,{20391=1;gold=10000;12=20},,,
61,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{20=1},20件装备升级到1星,20件裝備升級到1星,Increase 20 stars for 1 equipment,Increase 20 stars for 1 equipment,장비 20개 1성 달성,Aumente 20 estrelas para 1 equipamento,เพิ่มดาว 20 ดวงสำหรับอุปกรณ์ 1 ชิ้น,{20391=1;gold=12000;12=20},,,
62,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{3=2},3件装备升级到2星,3件裝備升級到2星,Increase 3 stars for 2 equipment,Increase 3 stars for 2 equipment,장비 3개 2성 달성,Aumente 3 estrelas para 2 equipamentos,เพิ่ม 3 ดาวสำหรับอุปกรณ์ 2 ชิ้น,{20391=1;gold=14000;12=20},,,
63,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{10=2},10件装备升级到2星,10件裝備升級到2星,Increase 10 stars for 2 equipment,Increase 10 stars for 2 equipment,장비 10개 2성 달성,Aumente 10 estrelas para 2 equipamentos,เพิ่มดาว 10 ดวงสำหรับอุปกรณ์ 2 ชิ้น,{20391=1;gold=16000;12=20},,,
64,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{20=2},20件装备升级到2星,20件裝備升級到2星,Increase 20 stars for 2 equipment,Increase 20 stars for 2 equipment,장비 20개 2성 달성,Aumente 20 estrelas para 2 equipamentos,เพิ่มดาว 20 ดวงสำหรับอุปกรณ์ 2 ชิ้น,{20391=1;gold=18000;12=20},,,
65,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{3=3},3件装备升级到3星,3件裝備升級到3星,Increase 3 stars for 3 equipment,Increase 3 stars for 3 equipment,장비 3개 3성 달성,Aumente 3 estrelas para 3 equipamentos,เพิ่มดาว 3 ดวงสำหรับอุปกรณ์ 3 ชิ้น,{20391=1;gold=20000;12=20},,,
66,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{10=3},10件装备升级到3星,10件裝備升級到3星,Increase 10 stars for 3 equipment,Increase 10 stars for 3 equipment,장비 10개 3성 달성,Aumente 10 estrelas para 3 equipamentos,เพิ่มดาว 10 ดวงสำหรับอุปกรณ์ 3 ชิ้น,{20391=1;gold=10000;12=20},,,
67,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{20=3},20件装备升级到3星,20件裝備升級到3星,Increase 20 stars for 3 equipment,Increase 20 stars for 3 equipment,장비 20개 3성 달성,Aumente 20 estrelas para 3 equipamentos,เพิ่มดาว 20 ดวงสำหรับอุปกรณ์ 3 ชิ้น,{20391=1;gold=10000;12=20},,,
68,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,装备升星,裝備升星,Equip. Star Activation,Equip. Star Activation,장비 승급,Equipar. Ativação de Estrela,ติดตั้ง เปิดใช้งานดาว,1,12,,{20=4},20件装备升级到4星,20件裝備升級到4星,Increase 20 stars for 4 equipment,Increase 20 stars for 4 equipment,장비 20개 4성 달성,Aumente 20 estrelas para 4 equipamentos,เพิ่มดาว 20 ดวงสำหรับอุปกรณ์ 4 ชิ้น,{20391=1;gold=10000;12=20},,,
69,11001,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,3,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,3,72,,,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,{20391=1;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,每日福利,每日福利,Daily Bonus,Daily Bonus,일일 혜택,Bônus diário,โบนัสรายวัน,1,15,1,,每日登录豪礼,每日登錄豪禮,Daily login Deluxe Pack,Daily login Deluxe Pack,매일 로그인 호화 선물,Login diário Pacote Deluxe,แพ็ค Deluxe สำหรับการเข้าสู่ระบบรายวัน,{20391=1;13=10;504=10;gold=30000},,,
71,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,每日福利,每日福利,Daily Bonus,Daily Bonus,일일 혜택,Bônus diário,โบนัสรายวัน,2,22,300,,当日累积充值300钻石,當日累積儲值300鑽石,Purchase 300 diamonds in total today,Purchase 300 diamonds in total today,당일 300다이아 누적 충전,Compre 300 diamantes no total hoje,ซื้อเพชรรวม 300 เม็ดวันนี้,{20391=1;13=10;504=10;gold=30000},,,
72,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,6,,获得积分6,獲得積分6,6 points obtained,6 points obtained,6포인트 획득,6 pontos obtidos,ได้ 6 คะแนน,{20391=1;gold=4000;12=20},,,
73,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,12,,获得积分12,獲得積分12,12 points obtained,12 points obtained,12포인트 획득,12 pontos obtidos,ได้รับ 12 คะแนน,{20391=1;gold=6000;12=20},,,
74,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,24,,获得积分24,獲得積分24,24 points obtained,24 points obtained,24포인트 획득,24 pontos obtidos,ได้รับ 24 คะแนน,{20391=1;gold=8000;12=20},,,
75,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,36,,获得积分36,獲得積分36,36 points obtained,36 points obtained,36포인트 획득,36 pontos obtidos,ได้ 36 คะแนน,{20391=1;gold=10000;12=20},,,
76,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,48,,获得积分48,獲得積分48,48 points obtained,48 points obtained,48포인트 획득,48 pontos obtidos,ได้รับ 48 คะแนน,{20391=1;gold=12000;12=20},,,
77,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,60,,获得积分60,獲得積分60,60 points obtained,60 points obtained,60포인트 획득,60 pontos obtidos,ได้ 60 คะแนน,{20391=1;gold=14000;12=20},,,
78,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,80,,获得积分80,獲得積分80,80 points obtained,80 points obtained,80포인트 획득,80 pontos obtidos,ได้ 80 คะแนน,{20391=1;gold=4000;12=20},,,
79,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,竞技积分,競技積分,Arena points,Arena points,아레나 포인트,Pontos de arena,คะแนนอารีน่า,1,43,100,,获得积分100,獲得積分100,100 points obtained,100 points obtained,100포인트 획득,100 pontos obtidos,ได้รับ 100 คะแนน,{20391=1;gold=6000;12=20},,,
80,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,3000,,获得排名3000,獲得排名3000,Obtained rank No. 3000 ,Obtained rank No. 3000 ,순위 3000위 달성,Obteve a classificação nº 3000,ได้รับอันดับที่ 3000,{20391=1;gold=8000;12=20},,,
81,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,1000,,获得排名1000,獲得排名1000,Obtained rank No. 1000 ,Obtained rank No. 1000 ,순위 1000위 달성,Obteve a classificação nº 1000,ได้รับอันดับที่ 1000,{20391=1;gold=10000;12=20},,,
82,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,300,,获得排名300,獲得排名300,Obtained rank No. 300 ,Obtained rank No. 300 ,순위 300위 달성,Obteve a classificação nº 300,ได้รับอันดับที่ 300,{20391=1;gold=6000;12=20},,,
83,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,100,,获得排名100,獲得排名100,Obtained rank No. 100 ,Obtained rank No. 100 ,순위 100위 달성,Obteve a classificação nº 100,ได้รับอันดับที่ 100,{20391=1;gold=8000;12=20},,,
84,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,30,,获得排名30,獲得排名30,Obtained rank No. 30 ,Obtained rank No. 30 ,순위 30위 달성,Obteve a classificação nº 30,ได้รับอันดับที่ 30,{20391=1;gold=10000;12=20},,,
85,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,10,,获得排名10,獲得排名10,Obtained rank No. 10 ,Obtained rank No. 10 ,순위 10위 달성,Obteve a classificação nº 10,ได้รับอันดับที่ 10,{20391=1;gold=6000;12=20},,,
86,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,3,,获得排名3,獲得排名3,Obtained rank No. 3 ,Obtained rank No. 3 ,순위 3위 달성,Obteve a classificação nº 3,ได้รับอันดับที่ 3,{20391=1;gold=8000;12=20},,,
87,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,竞技排名,競技排名,Arena Rank,Arena Rank,아레나 순위,Classificação da Arena,อันดับอารีน่า,1,44,1,,获得排名1,獲得排名1,Obtained rank No. 1 ,Obtained rank No. 1 ,순위 1위 달성,Obteve a classificação nº 1,ได้รับอันดับที่ 1,{20391=1;gold=6000;12=20},,,
88,11001,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,3,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,3,72,,,限时折扣,限時折扣,Time-limited discount,Time-limited discount,기간한정 할인,Desconto por tempo limitado,ส่วนลดมีระยะเวลาจำกัด,{20391=1;13=10;504=10;gold=30000},{rmb=99},{rmb=9999},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,每日福利,每日福利,Daily Bonus,Daily Bonus,일일 혜택,Bônus diário,โบนัสรายวัน,1,15,1,,每日登录豪礼,每日登錄豪禮,Daily login Deluxe Pack,Daily login Deluxe Pack,매일 로그인 호화 선물,Login diário Pacote Deluxe,แพ็ค Deluxe สำหรับการเข้าสู่ระบบรายวัน,{20391=1;13=10;504=10;gold=30000},,,
90,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,0,每日福利,每日福利,Daily Bonus,Daily Bonus,일일 혜택,Bônus diário,โบนัสรายวัน,2,22,300,,当日累积充值300钻石,當日累積儲值300鑽石,Purchase 300 diamonds in total today,Purchase 300 diamonds in total today,당일 300다이아 누적 충전,Compre 300 diamantes no total hoje,ซื้อเพชรรวม 300 เม็ดวันนี้,{20391=1;13=10;504=10;gold=30000},,,
91,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,3000,,战斗力达到3000,戰鬥力達到3000,Combat power reaches 3000,Combat power reaches 3000,전투력 3000 달성,O poder de combate chega a 3000,พลังต่อสู้ถึง 3000,{20391=1;gold=4000;12=20},,,
92,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,6000,,战斗力达到6000,戰鬥力達到6000,Combat power reaches 6000,Combat power reaches 6000,전투력 6000 달성,O poder de combate chega a 6000,พลังต่อสู้ถึง 6000,{20391=1;gold=6000;12=20},,,
93,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,10000,,战斗力达到10000,戰鬥力達到10000,Combat power reaches 10000,Combat power reaches 10000,전투력 10000 달성,O poder de combate chega a 10000,"พลังต่อสู้ถึง 10,000",{20391=1;gold=8000;12=20},,,
94,11001,5,4,第5天,第5天,Day5,Thứ 5 Trời,5일 차,Day5,Day5,1,玩家战力,玩家戰力,Combat Power,Combat Power,유저 전투력,Poder de Combate,พลังการต่อสู้,1,6,15000,,战斗力达到15000,戰鬥力達到15000,Combat power reaches 15000,Combat power reaches 15000,전투력 15000 달성,O poder de combate chega a 15000,พลังต่อสู้ถึง 15000,{20391=1;gold=10000;12=20},,,
