变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,desc,desc_tw,desc_en,desc_vn,desc_th,cards,equipID,skinID,attrMap
35913,龙龙军团,龍龍軍團,Dragon Team,Đội quân Longlong,드래곤 아미,Legião do Dragão,กองทัพมังกร,,,,,,<2231;3541>,,,{7=10%;8=10%}
35914,洞穴索居,洞穴索居,Cave Living,Sống ẩn dật trong hang động,동굴 체류,Habitação em caverna,การอยู่อาศัยในถ้ำ,,,,,,<401;301>,,,{23=500}
36011,美丽动人,美麗動人,Beautiful and moving,Đẹp và cảm động,아름답고 감동적이다,Lindo,สวย,,,,,,<3261;1771;2401>,,,{7=15%;8=15%}
36012,妖精同盟,妖精同盟,Fairy Alliance,Liên minh Tiên nữ,요정 동맹,Aliança das Fadas,พันธมิตรแฟรี่,,,,,,<3351;1391;861;3681>,,,{1=20%}
36013,大地复苏,大地復蘇,The earth awakens,Trái đất hồi sinh,대지의 각성,Ressurreição da Terra,การฟื้นคืนชีพของโลก,,,,,,<1971;2441;3631>,,,{7=15%;8=15%}
36014,X/Y,X/Y,X/Y,X/Y,X/Y,X/Y,เอ็กซ์/วาย,,,,,,<3611>,,,{23=750}
36111,破坏之王,破壞之王,King of Destruction,Vua Hủy Diệt,파괴의 왕,O Rei da Destruição,ราชาแห่งการทำลายล้าง,,,,,,<2431;3171;1031>,,,{7=15%;8=15%}
36112,恶魔祷告,惡魔禱告,Demon Prayer,Lời nguyện của ác quỷ,악마 기도,Oração do Diabo,คำอธิษฐานของซาตาน,,,,,,<3641;4131;381>,,,{1=20%}
36113,恶系军团,惡系軍團,Dark Legion,Đội quân Ác,악계 군단,Exército do Mal,กองทัพปีศาจ,,,,,,<1171;1841;2821;1801>,,,{7=15%;8=15%}
36114,以牙还牙,以牙還牙,Tooth for tooth,Ăn miếng trả miếng,첨예한 대립,Dente por dente,ฟันต่อฟัน,,,,,,<3241;1911;1811>,,,{14=750}
36211,一方霸主,一方霸主,Unilateral Hegemon,Kẻ thống trị đơn phương,일방적 패권,Hegemonia unilateral,ผู้ครอบงำฝ่ายเดียว,,,,,,<1971;2391>,,,{7=15%;8=15%}
36212,地面行者,地面行者,Ground Walker,Người đi trên mặt đất,지면 보행자,Andarilho Terrestre,ผู้เดินบนพื้นดิน,,,,,,<491;401;3231>,,,{1=20%}
36213,龙族核心,龍族核心,Dragon Clan Core,Lõi của bộ tộc Rồng,용족 핵심,Núcleo do Clã do Dragão,แก่นแท้เผ่ามังกร,,,,,,<2231;751;1891>,,,{7=15%;8=15%}
36214,X/Y/Z,X／Y／Z,X/Y/Z,X/Y/Z,X/Y/Z,X/Y/Z,X/Y/Z,,,,,,<3611;3601>,,,{23=750}
36311,天赋异禀,天賦異稟,Gifted,Có tài năng thiên bẩm,하늘이 내린 재능,Dotado,มีพรสวรรค์,,,,,,<761;771;3541>,,,{7=15%;8=15%}
36312,钻石辉光,鑽石輝光,The Diamond Glow,Ánh sáng kim cương,다이아몬드 글로우,Brilho de diamante,ไดมอนด์โกลว์,,,,,,<1251;1501;491>,,,{1=20%}
36313,公主链接,公主連結,Princess Link,Princess Connect!,프린세스 링크,Princesa Link,ลิงค์เจ้าหญิง,,,,,,<1271;1391;2841>,,,{7=15%;8=15%}
36314,相生相克,相生相剋,Enhance and counteract,Sinh khắc tương sinh,타감,Promoção mútua e contenção mútua,การส่งเสริมซึ่งกันและกันและการยับยั้งชั่งใจร่วมกัน,,,,,,<3431;1981;131;3541>,,,{23=750}
36411,超凡意志,超凡意志,Extraordinary Will,Ý chí phi thường,비범한 의지,Vontade extraordinária,ความปรารถนาอันพิเศษ,,,,,,<261;1941;1951;1901>,,,{7=15%;8=15%}
36412,惩戒光环,懲戒光環,Retribution Aura,Ánh hào quang trừng phạt,징계 후광,Aura de punição,ออร่าแห่งการลงโทษ,,,,,,<2391;2991;3661>,,,{1=20%}
36413,原始力量,原始力量,Raw Power,Sức mạnh nguyên thủy,원초의 힘,Poder bruto,พลังดิบ,,,,,,<1971;751;401;301>,,,{7=15%;8=15%}
36414,毁灭对抗,毀滅對抗,Counter Destroy,Sự hủy diệt chống lại sự đối đầu,파멸 대항,Confronto de destruição,การเผชิญหน้าการทำลายล้าง,,,,,,<3211;3301;1031>,,,{14=750}
36511,蓄能岩浆,蓄能岩漿,Magma Reservoir,Hồ Magma tích trữ,마그마 저장소,Reservatório de Magma,แหล่งแมกมา,,,,,,<1971;1231;3671;2371>,,,{7=15%;8=15%}
36512,水压蓄能,水壓蓄能,Hydro-pneumatic energy storage,Lưu trữ năng lượng thủy khí nén,수압 축적 에너지,Armazenamento de energia hidropneumática,การกักเก็บพลังงานไฮโดรนิวเมติก,,,,,,<1961;321;641;2411>,,,{1=20%}
36513,大地轰动,大地轟動,The earth trembled,Đất rung chuyển,땅이 흔들렸다,A terra tremeu,แผ่นดินสั่นสะเทือน,,,,,,<4023;2481>,,,{7=15%;8=15%}
36514,要塞机关,要塞機關,Fortress Agency,Cơ quan Pháo đài,요새 기관,Agência da Fortaleza,หน่วยงานป้อมปราการ,,,,,,<4111>,,,{23=750}
36611,草系力量,草系力量,Grass Power,Sức mạnh hệ Cỏ,잔디 힘,Poder da grama,พลังหญ้า,,,,,,<1291;2471;281>,,,{7=10%;8=10%}
36612,鬼影出没,鬼影出沒,Ghost Around,Hình bóng ma xuất hiện,유령 감염,Fantasma,ผี,,,,,,<3411;1851;2922>,,,{1=12%}
36613,誓约伙伴,誓約夥伴,Vow Partner,Đối tác thề ước,맹세 파트너,Parceiro de compromisso,พันธมิตรผู้ให้คำมั่นสัญญา,,,,,,<591;271;91>,,,{7=10%;8=10%}
36614,精准狩猎,精准狩獵,Precision Hunting,Săn bắn chính xác,정밀 사냥,Caça de precisão,การล่าสัตว์อย่างแม่นยำ,,,,,,<3001;571;3511>,,,{14=500}
36811,妖精同盟,妖精同盟,Fairy Alliance,Liên minh Tiên,요정 연맹,Aliança das Fadas,พันธมิตรแฟรี่,,,,,,<3351;1391;3431>,,,{7=10%;8=10%}
36812,水样年华,水樣年華,Watery Years,Những năm tháng tươi trẻ như nước,물같은 세월,Anos como água,ปีที่คล้ายน้ำ,,,,,,<1241;641;1311>,,,{1=12%}
36813,海洋生物,海洋生物,Marine life,Sinh vật biển,해양 생물,Vida marinha,ชีวิตใต้ท้องทะเล,,,,,,<3771;381;3471;1861>,,,{7=10%;8=10%}
36814,美丽动人,美麗動人,Beautiful and moving,Đẹp và cảm động,아름답고 감동적이다,Lindo,สวย,,,,,,<1771;2401>,,,{23=500}
37711,毒击学习,毒擊學習,Poison Strike,Học hỏi về Độc Kích,악랄학습,Aprendizagem de ataque de veneno,การเรียนรู้การโจมตีด้วยพิษ,,,,,,<161;371;81>,,,{7=10%;8=10%}
37712,水流冲击,水流衝擊,Aqua Smash,Tác động của dòng nước,물살충격,Impacto da água,ผลกระทบจากน้ำ,,,,,,<641;631>,,,{1=12%}
37713,小次郎!,小次郎!,James!,Kojiro!,코지로！,Kojiro!,โคจิโร่!,,,,,,<3661;391;3011>,,,{7=10%;8=10%}
37714,冒险同伴,冒險同伴,Adventure Companion,Những người bạn đồng hành phiêu lưu,모험 짝꿍,Companheiro de aventura,เพื่อนร่วมผจญภัย,,,,,,<241;301;481>,,,{23=500}
38411,草系力量,草系力量,Grass Power,Sức mạnh hệ Cỏ,잔디 힘,Poder da grama,พลังหญ้า,,,,,,<3661;2011;781>,,,{7=10%;8=10%}
38412,超级对抗,超級對抗,Super Encounter,Siêu đối đầu,슈퍼 대결,Super confronto,การเผชิญหน้าครั้งยิ่งใหญ่,,,,,,<381;3771;221;1861>,,,{1=12%}
38413,香气弥漫,香氣彌漫,Aroma Pervade,Mùi thơm lan tỏa,향기 자욱,O aroma está em todo lugar,กลิ่นหอมฟุ้งไปทั่ว,,,,,,<711;3281;281>,,,{7=10%;8=10%}
38414,竟跑同伴,竟跑同伴,Run Companion,"Đột nhiên bỏ chạy, bạn đồng hành",달리기 파트너,Companheiro de corrida,เพื่อนคู่ใจในการวิ่ง,,,,,,<241;2241;271>,,,{14=500}
40231,形态转化,形態轉化,Morphological Transformation,Biến đổi hình thái,형태 변환,Transformação morfológica,การเปลี่ยนแปลงรูปทรง,,,,,,<3261;3191;3413>,,,{7=15%;8=15%}
40232,闪耀光芒,閃耀光芒,Shining brightly,Tỏa sáng rực rỡ,빛나게 빛나다,Brilhando intensamente,เปล่งประกาย,,,,,,<2351;1231;3161;1901>,,,{1=20%}
40233,超能异士,超能異士,Supernaturalist,Siêu năng lực giả,초능력자,Super-humano,ผู้มีพลังเหนือธรรมชาติ,,,,,,<2401;771;1393;4081>,,,{7=15%;8=15%}
40234,钢铁战士,鋼鐵戰士,Iron Warrior,Chiến binh thép,강철 전사,Guerreiro de Aço,นักรบเหล็ก,,,,,,<3271;4171;3161>,,,{23=750}
40241,灵魂纠缠,靈魂糾纏,Soul entanglement,Sự ràng buộc linh hồn,영혼의 얽힘,Emaranhamento de almas,การพันกันของวิญญาณ,,,,,,<4121;3961;971;4151>,,,{7=15%;8=15%}
40242,掌控心灵,掌控心靈,Mastering the Mind,Thần giao cách cảm,마음을 다스리다,Dominando a Mente,การควบคุมจิตใจ,,,,,,<1261;1281;262>,,,{1=20%}
40243,月之祝福,月之祝福,Moon's Blessing,Lộc trời ban,달의 축복,Bênção da Lua,พรจากดวงจันทร์,,,,,,<861;2401>,,,{7=15%;8=15%}
40244,日月同辉,日月同輝,Sun and moon shining together,Mặt trời và mặt trăng cùng tỏa sáng,해와 달이 함께 빛나다,Sol e lua brilhando juntos,ดวงอาทิตย์และดวงจันทร์ส่องแสงพร้อมกัน,,,,,,<4023>,,,{23=750}
41011,漆黑身姿,漆黑的身姿,A pitch-black figure,Một thân hình đen như mực,칠흑 같은 자태,Uma figura de negro profundo,ร่างกายสีดำสนิท,,,,,,<4121;3221;2821>,,,{7=15%;8=15%}
41012,棱镜反射,稜鏡反射,Prism reflection,Phản xạ lăng kính,프리즘 반사,Reflexão do prisma,การสะท้อนของปริซึม,,,,,,<1921;3021>,,,{1=20%}
41013,精神之力,精神之力,Power of the Spirit,Sức mạnh tinh thần,정신의 힘,Poder do Espírito,พลังแห่งจิตวิญญาณ,,,,,,<1991;321;1901;261>,,,{7=15%;8=15%}
41014,日月同辉,日月同輝,The sun and moon shine together,Mặt trời và mặt trăng cùng tỏa sáng,해와 달이 함께 빛나다,O sol e a lua brilham juntos,ดวงอาทิตย์และดวงจันทร์ส่องแสงพร้อมกัน,,,,,,<4023;4024>,,,{14=750}
41111,机巧魄心,機巧魄心,Ingenious Mind,Trí tuệ tinh xảo,독창적인 마음,Mente engenhosa,ความคิดที่ชาญฉลาด,,,,,,<4171;1901;4081;4071>,,,{7=15%;8=15%}
41112,绚烂装饰,絢爛裝飾,Splendid decoration,Trang trí lộng lẫy,화려한 장식,Decoração esplêndida,การตกแต่งที่งดงาม,,,,,,<3841;1393;3353>,,,{1=20%}
41113,妖精机关,妖精機關,Fairy Gear,Cơ quan yêu tinh,요정 기관,Engrenagem de Fada,กลไกของนางฟ้า,,,,,,<561;3961;3681;861>,,,{7=15%;8=15%}
41114,意识同步,意識同步,Consciousness synchronization,Đồng bộ ý thức,의식 동기화,Sincronização da consciência,การประสานจิตสำนึก,,,,,,<1991;3631;2421>,,,{23=750}
41211,幽灵行者,幽靈行者,Ghost Walker,Người Đi Bộ Ma,유령 워커,Andarilho Fantasma,ผีเดิน,,,,,,<2391;2991;391;3961>,,,{7=15%;8=15%}
41212,格斗大师,格鬥大師,Martial Arts Master,Đại sư võ thuật,격투 마스터,Mestre de Artes Marciais,ปรมาจารย์ศิลปะการต่อสู้,,,,,,<3261;2021;1301;2241>,,,{1=20%}
41213,精神操控,精神控制,Mind control,Kiểm soát tâm trí,마음 조종,Controle mental,การควบคุมจิตใจ,,,,,,<601;591;331>,,,{7=15%;8=15%}
41214,萌样神兽,萌樣神獸,Cute Mythical Beast,Thú thần dễ thương,귀여운 신수,Besta mítica fofa,สัตว์เทพน่ารัก,,,,,,<2441;1281;1991>,,,{14=750}
41311,毒气攻击,毒氣攻擊,Gas Attack,Vụ tấn công khí độc,독가스 공격,Ataque de gás,การโจมตีด้วยแก๊ส,,,,,,<161;3771;2681>,,,{7=10%;8=10%}
41312,似龙非龙,似龍非龍,Dragon Like,Giống rồng mà không phải rồng,용과 닮음,"Como um dragão, mas não um dragão",เหมือนมังกรแต่ไม่ใช่มังกร,,,,,,<3591;1891;701>,,,{1=12%}
41313,誓约之力,誓約之力,Power of Oath,Sức mạnh của lời thề,서약의 힘,Poder do Juramento,อำนาจแห่งคำสาบาน,,,,,,<3661;3841;221>,,,{7=10%;8=10%}
41314,同行伙伴,同行夥伴,Peer Partner,Bạn đồng hành,동행 파트너,Parceiros,พันธมิตร,,,,,,<751;91;341>,,,{14=500}
41611,大型幻兽,大型幻獸,Large Phantasmal Beast,Thú ảo khổng lồ,거대 환수,Grande Besta de Fantasia,สัตว์แฟนตาซีขนาดใหญ่,,,,,,<2431;4171;3251>,,,{7=15%;8=15%}
41612,无影无踪,無影無蹤,Vanished without a trace,Biến mất không dấu vết,흔적도 없이 사라짐,Nenhum traço,ไม่มีร่องรอย,,,,,,<3201;701;731;3661>,,,{1=20%}
41613,高速储能,高速儲能,High-speed energy storage,Lưu trữ năng lượng tốc độ cao,고속 에너지 저장,Armazenamento de energia de alta velocidade,ระบบกักเก็บพลังงานความเร็วสูง,,,,,,<3271;591;881>,,,{7=15%;8=15%}
41614,雷电身法,雷電身法,Thunderclap Body Technique,Thân pháp sấm sét,뇌전신법,Habilidades do corpo relâmpago,ทักษะร่างกายสายฟ้า,,,,,,<3221;7001;1221>,,,{14=750}
41711,极限钢铁,極限鋼鐵,Extreme Steel,Thép Siêu Cường,극한 강철,Aço Extremo,เหล็กเอ็กซ์ตรีม,,,,,,<1991;3161;3411>,,,{7=15%;8=15%}
41712,加农光炮,加農光炮,Laser Cannon,Pháo laser,캐논 빔,Canhão Canhão de Luz,ปืนใหญ่ ปืนใหญ่เบา,,,,,,<1901;331;1931;21>,,,{1=20%}
41713,金属大骚动,金屬大騷動,Metal Uproar,Sự hỗn loạn của kim loại,금속 대소동,Motim de Metal,เมทัล ไรออท,,,,,,<2441;3661;3771>,,,{7=15%;8=15%}
41714,联盟对战,聯盟對戰,Alliance Battle,Trận chiến liên minh,연맹 대전,Batalha da Aliança,การต่อสู้ของพันธมิตร,,,,,,<3221;3841;571;1301>,,,{23=750}
70011,电光一闪,電光一閃,Quick Attack,Một tia chớp,전광 번쩍,Um relâmpago,สายฟ้าแลบ,,,,,,<331;731;2071;91>,,,{7=10%;8=10%}
70012,神圣之火,神聖之火,Sacred Fire,Ngọn lửa thiêng liêng,성스러운 불꽃,Fogo Sagrado,ไฟศักดิ์สิทธิ์,,,,,,<1301;2991;2481;11>,,,{1=12%}
70013,水之誓约,水之誓約,Oath of Water,Hiệp ước nước,물의 서약,Compromisso com a água,คำมั่นสัญญาเรื่องน้ำ,,,,,,<3301;3771;221;21>,,,{7=10%;8=10%}
70014,万有引力,萬有引力,Gravity,Lực hấp dẫn vạn vật,만유인력,gravidade,แรงโน้มถ่วง,,,,,,<2471;3841;781;1>,,,{22=500}
70211,毒素蔓延,毒素蔓延,Toxic spread,Sự lây lan chất độc,독소 확산,Proliferação de toxinas,การแพร่กระจายของสารพิษ,,,,,,<393;3771;161;4031>,,,{7=15%;8=15%}
70212,卷土重来,捲土重來,To make a comeback; to stage a comeback,Sự trở lại mạnh mẽ; quay trở lại,재기하다; 다시 일어서다,Retornar com força; fazer uma reaparição,กลับมาอย่างแข็งแกร่ง; การกลับมาอีกครั้ง,,,,,,<1251;1901;771>,,,{1=20%}
70213,闪亮登场,閃亮登場,Grand entrance,Sự xuất hiện rực rỡ,화려한 등장,Entrada triunfal,การปรากฏตัวอย่างตระการตา,,,,,,<4024;4023>,,,{7=15%;8=15%}
70214,幽冥魂殿,幽冥魂殿,幽冥魂殿 (Yōuméi Húndiàn),幽冥魂殿 (Âu Minh Hồn Điện),幽冥魂殿 (Umyeong Honjeon),幽冥魂殿 (Yōuméi Húndiàn),幽冥魂殿 (Yūmíng Húndiàn),,,,,,<2391;4121;4024>,,,{23=750}
70311,远古之力,遠古之力,Ancient power,Sức mạnh cổ đại,고대의 힘,Poder antigo,พลังโบราณ,,,,,,<7041;7051>,,,{7=50%;8=50%}
70411,远古之力,遠古之力,Ancient power,Sức mạnh cổ đại,고대의 힘,Poder ancestral,พลังโบราณ,,,,,,<7031;7051>,,,{7=50%;8=50%}
70511,远古之力,遠古之力,Ancient Power,Sức mạnh cổ xưa,고대의 힘,Poder Antigo,พลังแห่งยุคโบราณ,,,,,,<7031;7041>,,,{7=50%;8=50%}
70711,群居而生,群居而生,Living in groups,Sống theo đàn,무리 지어 사는,Vivendo em grupo,อยู่รวมกันเป็นกลุ่ม,,,,,,<571;1071;611;3151>,,,{7=10%;8=10%}
70712,格斗达人,格鬥達人,Fighting Master,Đại sư võ thuật,격투의 달인,Mestre de luta,จ้าวแห่งการต่อสู้,,,,,,<3251>,,,{1=12%}
70713,单挑出站,單挑出站,One-on-one showdown,Đấu một chọi một,일대일 대결,Duelo um contra um,การต่อสู้แบบตัวต่อตัว,,,,,,<251>,,,{7=10%;8=10%}
70714,究极异兽,究級異獸,Ultimate Beast,Thú Hoang Cực Đỉnh,궁극의 괴수,Besta Final,อสูรขั้นสูงสุด,,,,,,<4141;4151>,,,{14=500}
70811,超能精神,超能精神,Supernatural Spirit,Linh hồn siêu nhiên,초능력 정신,Espírito sobrenatural,จิตวิญญาณเหนือธรรมชาติ,,,,,,<2401;261>,,,{7=15%;8=15%}
70812,可可爱爱,可可愛愛,Cute,Dễ thương,귀여워,Fofo,น่ารัก,,,,,,<861;3961;501;2411>,,,{1=20%}
70813,超级仿制,超級仿製,Super imitation,Siêu nhái,초고퀄리티 모조품,Super imitação,เลียนแบบระดับสูง,,,,,,<761>,,,{7=15%;8=15%}
70814,起源幻兽,起源幻獸,Origin Phantasma,Thú Huyền Thoại Nguồn Gốc,기원 환수,Fantasma de Origem,สัตว์อสูรแห่งจุดกำเนิด,,,,,,<1281;1991;3261>,,,{14=750}
70911,魅力四射,魅力四射,Alluring,Quyến rũ,매력적이다,Encantador,มีเสน่ห์,,,,,,<3601;3631;1771;4051>,,,{7=15%;8=15%}
70912,卷土重来,捲土重來,To make a comeback; to stage a comeback,Sự trở lại mạnh mẽ; quay trở lại,다시 일어서다; 재기하다,Retornar com força; voltar com tudo,กลับมาอย่างยิ่งใหญ่; กลับมาอีกครั้ง,,,,,,<1253;771;393;1901>,,,{1=20%}
70913,魅惑众生,魅惑眾生,Charming everyone,Hớp hồn mọi người,모두를 매혹시키다,Encantador de todos,มีเสน่ห์ดึงดูดทุกคน,,,,,,<4111;3261;1391>,,,{7=15%;8=15%}
70914,超能咒语,超能咒語,Super Spell,Phép thuật siêu năng,초능력 주문,Feitiço Superpoderoso,คาถาเหนือธรรมชาติ,,,,,,<1261;561;2401;321>,,,{14=750}
71011,格斗世家,格斗世家,Fighting Family,Gia đình võ thuật,격투 가족,Família de Luta,ตระกูลนักสู้,,,,,,<3261;4121;7071>,,,{7=15%;8=15%}
71012,近身肉搏,近身肉搏,Close-quarters combat,Chiến đấu tầm gần,근접전,Combate corpo a corpo,การต่อสู้ระยะประชิด,,,,,,<3303;3161;1304>,,,{1=20%}
71013,忠诚象征,忠誠象徵,Symbol of Loyalty,Biểu tượng của lòng trung thành,충성의 상징,Símbolo de Lealdade,สัญลักษณ์แห่งความจงรักภักดี,,,,,,<242;1172;2242>,,,{7=15%;8=15%}
71014,坚硬强盾,堅硬強盾,"Strong, hard shield","Khiên chắn cứng, mạnh",강하고 단단한 방패,Escudo forte e resistente,โล่แข็งแกร่งทนทาน,,,,,,<1254;4023;4171>,,,{23=750}
71021,妖精之谜,妖精之謎,The Fairy's Mystery,Bí ẩn của tiên nữ,요정의 미스터리,O Mistério da Fada,ปริศนาแห่งนางฟ้า,,,,,,<3601;4111;3961>,,,{7=15%;8=15%}
71022,亚瑟王传奇,亞瑟王傳奇,The Legend of King Arthur,Truyền thuyết về Vua Arthur,아더왕 전설,A Lenda do Rei Arthur,ตำนานกษัตริย์อาร์เธอร์,,,,,,<3631>,,,{1=20%}
71023,破坏斩击,破壞斬擊,Destructive Slash,Đòn chém hủy diệt,파괴참격,Golpe Destrutivo,การโจมตีทำลายล้าง,,,,,,<3251;3252>,,,{7=15%;8=15%}
71024,传说英雄,傳說英雄,Legendary Hero,Anh hùng huyền thoại,전설의 영웅,Herói Lendário,วีรบุรุษในตำนาน,,,,,,<7101>,,,{14=750}
71111,武士精神,武士道精神,Bushido,Chí sĩ đạo,무사도,Bushido,วิถีของซามูไร,,,,,,<7071;7101>,,,{7=15%;8=15%}
71112,纸艺娃娃,紙藝娃娃,Paper doll,Búp bê giấy,종이 인형,Boneca de papel,ตุ๊กตาทำจากกระดาษ,,,,,,<7091>,,,{1=20%}
71113,圣剑,聖劍,Holy Sword,Thanh kiếm thánh,성검,Espada Sagrada,ดาบศักดิ์สิทธิ์,,,,,,<3181;4081;3413>,,,{7=15%;8=15%}
71114,精神利刃,精神利刃,Mental Blade,Lưỡi kiếm tinh thần,정신의 칼날,Lâmina Mental,คมแห่งจิตใจ,,,,,,<7081;4101;1281>,,,{14=750}
90011,最佳拍档,最佳拍檔,Best Partner,Đối tác tốt nhất,최고의 파트너,Melhor Parceiro,คู่หูที่ดีที่สุด,,,,,,<9002;9003>,,,{7=10%;8=10%}
90021,最佳拍档,最佳拍檔,Best Partner,Đối tác tốt nhất,최고의 파트너,Melhor Parceiro,หุ้นส่วนที่ดีที่สุด,,,,,,<9001;9003>,,,{7=10%;8=10%}
90031,最佳拍档,最佳拍檔,Best Partner,Đối tác tốt nhất,최고의 파트너,Melhor Parceiro,หุ้นส่วนที่ดีที่สุด,,,,,,<9001;9002>,,,{7=15%;8=15%}
,七龙珠联动,七龍珠聯動,Dragon Ball Collaboration,Sự kiện hợp tác Dragon Ball,드래곤볼 콜라보레이션,Colaboração Dragon Ball,การร่วมมือกับดรากอนบอล,,,,,,<9021>,,,{7=50%;8=50%}
,七龙珠联动,七龍珠聯動,Dragon Ball Collaboration,Sự kiện hợp tác Dragon Ball,드래곤볼 콜라보레이션,Colaboração Dragon Ball,การร่วมมือกับดรากอนบอล,,,,,,<9011>,,,{7=50%;8=50%}
90411,恶霸来临,惡霸來臨,The bully has arrived.,Kẻ bắt nạt đã đến.,폭력배가 왔다.,O valentão chegou.,อันธพาลมาแล้ว,,,,,,<1254;2822>,,,{7=15%;8=15%}
90412,藤蔓丛林,藤蔓叢林,Liana Jungle,Rừng dây leo,덩굴 숲,Floresta de cipós,ป่าเถาวัลย์,,,,,,<2473;3843;3181>,,,{1=20%}
90413,自然恩泽,自然恩澤,Nature's Grace,恩 huệ của thiên nhiên,자연의 은총,Graça da Natureza,พระคุณของธรรมชาติ,,,,,,<2442;3601>,,,{7=15%;8=15%}
90414,特殊形态,特殊形態,Special Form,Dạng đặc biệt,특수 형태,Forma Especial,รูปแบบพิเศษ,,,,,,<3252;7101>,,,{14=750}
90511,超能环视,超能環視,Super Vision Ring,Vòng Siêu Thị Giác,초능력 시야,Anel de Visão Super,แหวนวิสัยทัศน์เหนือธรรมชาติ,,,,,,<>,,,{7=15%;8=15%}
90512,钢铁意志,鋼鐵意志,Iron Will,Ý chí sắt thép,강철 의지,Vontade de Aço,ความแข็งแกร่งดั่งเหล็กกล้า,,,,,,<>,,,{1=20%}
90513,超重压力,超重壓力,Overwhelming pressure,Áp lực quá lớn,압도적인 압력,Pressão esmagadora,ความกดดันอย่างหนัก,,,,,,<>,,,{7=15%;8=15%}
90514,卷土重来,捲土重來,To make a comeback; to stage a comeback,Sự trở lại mạnh mẽ; quay trở lại,재기하다; 다시 일어서다,Retornar com força; fazer uma reaparição,การกลับมาอย่างยิ่งใหญ่; การกลับมาอีกครั้ง,,,,,,<>,,,{14=750}
90611,无畏精神,無畏精神,Fearless spirit,Tinh thần không sợ hãi,두려움 없는 정신,Espírito destemido,จิตวิญญาณที่ไม่หวั่นกลัว,,,,,,<1396;753;2242>,,,{7=15%;8=15%}
90612,波导之力,波導之力,Waveguide Power,Sức mạnh dẫn sóng,도파관의 힘,Poder da onda guia,พลังคลื่นนำ,,,,,,<771;863;1941;1951>,,,{1=20%}
90613,迅雷攻势,迅雷攻勢,Lightning Offensive,Cuộc tấn công như chớp,번개 공격,Ofensiva Relâmpago,การโจมตีสายฟ้าแลบ,,,,,,<4161>,,,{7=15%;8=15%}
90614,至高格斗,至高格鬥,Supreme Fighting,Đấu Sĩ Tối Cao,최고의 격투,Luta Suprema,การต่อสู้สูงสุด,,,,,,<3252;7111;4121>,,,{14=750}
90711,地面飞行,地面飛行,Ground flight,Chuyến bay mặt đất,지상 비행,Voo de solo,การบินภาคพื้นดิน,,,,,,<2233;1032;3231>,,,{7=15%;8=15%}
90712,凶爆准神,兇爆準神,Brutal Pseudo-God,Ác thần giả,흉폭한 준신,Pseudo-deus brutal,เทพเทียมดุร้าย,,,,,,<1893;3003;3143;1253>,,,{1=20%}
90713,狂暴失控,狂暴失控,Rampage,Cuồng loạn,광란,Descontrole,คลั่ง,,,,,,<631;232;4101>,,,{7=15%;8=15%}
90714,沙暴龙卷,沙暴龍捲,Sandstorm Tornado,Cơn lốc xoáy cát,모래폭풍 토네이도,Tornado de tempestade de areia,พายุทอร์นาโดฝุ่น,,,,,,<1254;3631;3621>,,,{14=750}
90811,超进化试炼,超進化試煉,Super Evolution Trial,Thử thách Siêu Tiến hóa,초진화 시련,Teste de Super Evolução,การทดสอบวิวัฒนาการสูง,,,,,,<263;1172;3;883>,,,{7=15%;8=15%}
90812,巅峰对决,巔峰對決,Peak Duel,Trận chiến đỉnh cao,정상결전,Duelo de Pico,การดวลยอดเขา,,,,,,<3304>,,,{1=20%}
90813,爆炸烈焰,爆炸烈焰,Exploding flames,Ngọn lửa bùng nổ,폭발하는 불꽃,Chamas explosivas,เปลวเพลิงที่ระเบิด,,,,,,<3651;3342>,,,{7=15%;8=15%}
90814,与神争锋,與神爭鋒,Contending with God,Tranh đấu với thần,신과의 싸움,Lutando contra Deus,ต่อสู้กับพระเจ้า,,,,,,<1982;1972>,,,{14=750}
90911,降雪之力,降雪之力,Power of Falling Snow,Sức mạnh của tuyết rơi,눈 내리는 힘,Poder da neve que cai,พลังแห่งหิมะที่ตกลงมา,,,,,,<2873;3502>,,,{7=15%;8=15%}
90912,雪王驾到,雪王駕到,The Snow King has arrived,Vua Tuyết đã đến,눈의 왕이 왔다,O Rei da Neve chegou,กษัตริย์หิมะเสด็จมาแล้ว,,,,,,<2302;9111>,,,{1=20%}
90913,冰雪世界,冰雪世界,Ice and snow world,Thế giới băng tuyết,빙설 세계,Mundo de gelo e neve,โลกน้ำแข็งและหิมะ,,,,,,<3241;1921;721>,,,{7=15%;8=15%}
90914,唯一属性,唯一屬性,Unique attribute,Thuộc tính duy nhất,고유 속성,Atributo único,แอตทริบิวต์เฉพาะ,,,,,,<3651;4121;2371;3171>,,,{14=750}
91011,幽冥场地,幽冥場地,幽冥场地 / Nether Field,Vùng đất âm phủ / Địa ngục,지옥 경기장 / 염마의 땅,Campo dos Infernos / Campo do Submundo,สนามยมโลก / ดินแดนยม,,,,,,<971;2991;3961>,,,{7=15%;8=15%}
91012,超能家园,超能家園,Superpowered Hometown,Ngôi nhà siêu năng lực,초능력 마을,Lar Superpoderoso,บ้านพลังเหนือมนุษย์,,,,,,<1941;1951>,,,{1=20%}
