变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect
30495,神·七彩神羽,神·七彩神羽,Divine Rainbow Feather,Thần Lông Vũ Bảy Sắc,신성한 일곱 빛깔 깃털,Pena do Arco-Íris Divina,ขนนกเจ็ดสีศักดิ์สิทธิ์,config/item/xddj/icon_qcsy.png,6,<>,TRUE,,199,80,6,7,133,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1.2;1;0.8;1>,0.5,6,6,271,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,272,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28196,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30496,神·葛拉西蒂亚花,神·葛拉西蒂亞花,Divine Gracidea,Thần Hoa Gracidea,신성한 그라시데아꽃,Gracidea Divina,ดอกไม้เกรซิเดียศักดิ์สิทธิ์,config/item/xddj/icon_glxdyh.png,6,<>,TRUE,,199,80,6,7,134,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,0.5,6,6,273,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,274,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28197,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30497,神·冠军奖杯,神·冠軍獎盃,Divine Champion's Trophy,Thần Cúp Vô Địch,신성한 챔피언 트로피,Troféu de Campeão Divino,ถ้วยรางวัลแชมป์เปี้ยนศักดิ์สิทธิ์,config/item/xddj/icon_gjpf.png,6,<>,TRUE,,199,80,6,7,137,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;1;1;1.1;1;1.1>,0.5,6,6,279,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,280,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28200,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30498,神·大地神石,神·大地神石,Divine Earth Stone,Thần Đá Đất,신성한 대지의 돌,Pedra da Terra Divina,หินแห่งปฐพีศักดิ์สิทธิ์,config/item/xddj/icon_ddss.png,6,<>,TRUE,,199,80,6,7,138,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1;1.2;0.9;1>,0.5,6,6,281,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,282,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28201,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30499,神·绯红引擎,神·緋紅引擎,Divine Crimson Engine,Thần Động Cơ Đỏ Thẫm,신성한 진홍의 엔진,Motor Carmesim Divino,เครื่องยนต์สีเลือดศักดิ์สิทธิ์,config/item/xddj/icon_fhyq.png,6,<>,TRUE,,199,80,6,7,139,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,6,6,283,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,284,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28202,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30500,神·创世之剑,神·創世之劍,Divine Sword of Creation,Thần Kiếm Sáng Thế,신성한 창세의 검,Espada Divina da Criação,ดาบสร้างโลกศักดิ์สิทธิ์,config/item/xddj/icon_scszj.png,7,<>,TRUE,,199,80,7,7,125,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2154>,<1;13;7;9;8;10>,<1.5;1.5;1.5;1.5;1.5;1.5>,0.5,7,7,255,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,256,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28188,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30501,神·创世之盾,神·創世之盾,Divine Shield of Creation,Thần Khiên Sáng Thế,신성한 창세의 방패,Escudo Divino da Criação,โล่สร้างโลกศักดิ์สิทธิ์,config/item/xddj/icon_scszd.png,7,<>,TRUE,,199,80,7,7,135,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2154>,<1;13;7;9;8;10>,<2;1;1;2;1;2>,0.5,7,7,275,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,276,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28198,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30502,苍炎宝珠,蒼炎寶珠,Azure Flame Orb,Ngọc Lửa Xanh,창염의 구슬,Orbe de Chama Azul,ลูกแก้วเพลิงสีคราม,config/item/xddj/icon_cybz.png,7,<>,TRUE,,199,80,7,7,136,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2154>,<1;13;7;9;8;10>,<1;1;2;0.5;0.5;1>,0.5,7,7,277,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,278,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28199,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30503,神·血翼飞刃,神·血翼飛刃,Divine Blood-Wing Blade,Thần Lưỡi Dao Cánh Máu,신성한 피의 날개 칼날,Lâmina de Asa de Sangue Divina,ดาบปีกโลหิตศักดิ์สิทธิ์,config/item/xddj/icon_xyfr.png,6,<>,TRUE,,199,80,6,7,140,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,6,6,285,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,286,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28203,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30504,融合涡轮,融合渦輪,Fusion Turbine,Tuabin Hợp Nhất,융합 터빈,Turbina de Fusão,กังหันหลอมรวม,config/item/xddj/icon_rhwl.png,7,<>,TRUE,,199,80,7,7,141,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2154>,<1;13;7;9;8;10>,<1.2;0.8;1.5;0.5;1.5;0.5>,0.5,7,7,287,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,288,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28204,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31201,电气球,電氣球,Light Ball,Bóng Điện,전기구슬,Light Ball,ลูกแก้วไฟฟ้า,config/item/xddj/icon_dqq.png,3,<91>,TRUE,,199,80,3,7,43,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2151>,<1;13;7;9;8;10>,<1;0.9;1;1;1.1;1>,0.5,3,3,69,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,61,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,150,0,,,,可通过饰品抽卡获得,可透過飾品抽獎獲得,Obtainable through accessory draw,Có thể nhận qua rút phụ kiện,장신구 뽑기를 통해 획득 가능,Obtido através do sorteio de acessórios,สามารถรับได้จากการสุ่มเครื่องประดับ,{drawcard=false;gain=false}
31202,粗骨头,粗骨頭,Thick Club,Xương Dày,굵은뼈,Thick Club,กระดูกหนา,config/item/xddj/icon_cgt.png,3,<451>,TRUE,,199,80,3,7,44,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2151>,<1;13;7;9;8;10>,<1;0.9;1.1;1;1;1>,0.5,3,3,70,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,63,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,150,0,,,,可通过饰品抽卡获得,可透過飾品抽獎獲得,Obtainable through accessory draw,Có thể nhận qua rút phụ kiện,장신구 뽑기를 통해 획득 가능,Obtido através do sorteio de acessórios,สามารถรับได้จากการสุ่มเครื่องประดับ,{drawcard=false;gain=false}
31301,七彩羽毛,七彩羽毛,Rainbow Wing,Lông Vũ Bảy Sắc,무지갯빛날개,Rainbow Wing,ขนนกเจ็ดสี,config/item/xddj/icon_hszy.png,4,<>,TRUE,,199,80,4,7,45,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2152>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,4,4,65,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,66,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,280,0,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31401,!!!废弃2,!!!廢棄2,!!!Obsolete 2,!!!Loại bỏ 2,!!!폐기 2,!!!Obsoleto 2,!!!เลิกใช้ 2,config/item/icon_gmys.png,5,<>,FALSE,,199,80,5,7,1,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,1,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,0,<>,10,520,0,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31402,焰白涡轮,焰白渦輪,Fusion Flare Turbine,Tuabin Lửa Trắng,화염백색 터빈,Turbina de Fusão de Chama,กังหันหลอมรวมเพลิง,config/item/xddj/icon_ybwl.png,5,<>,TRUE,,199,80,5,7,142,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1.1;1;1.1>,0.5,5,5,289,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,290,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28205,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31403,冰霜旋刃,冰霜旋刃,Frost Rotary Blade,Lưỡi Dao Băng Giá,빙상 칼날,Frost Rotary Blade,ดาบน้ำแข็ง,config/item/xddj/icon_bsxr.png,5,<>,TRUE,,199,80,5,7,143,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,291,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,292,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28206,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31404,无极碎星,無極碎星,Infinite Star Shatter,Vô Cực Phá Sao,무극의 별 파괴,Infinite Star Shatter,ลำแสงนิรันดร์,config/item/xddj/icon_wjsx.png,5,<>,TRUE,,199,80,5,7,144,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,5,5,293,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,294,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28207,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31405,星芒尾棘,星芒尾棘,Stellar Thorn Tail,Gai Đuôi Sao Băng,별빛 꼬리 가시,Stellar Thorn Tail,หนามหางดาวตก,config/item/xddj/icon_xmwj.png,5,<>,TRUE,,199,80,5,7,145,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,295,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,296,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28208,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31406,幽冥毒蕊,幽冥毒蕊,Nether-Poison Stamen,Nhụy Độc Âm U,유명의 독 수술,Estame de Veneno do Submundo,เกสรพิษยมโลก,config/item/xddj/icon_ymdr.png,5,<>,TRUE,,199,80,5,7,146,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,0.5,5,5,297,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,298,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28209,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31407,强子引擎,強子引擎,Hadron Engine,Động Cơ Hadron,강입자 엔진,Motor Hadrônico,เครื่องยนต์แฮดรอน,config/item/xddj/icon_qzyq.png,5,<>,TRUE,,199,80,5,7,147,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1.2;1>,0.5,5,5,299,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,300,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28210,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31408,暗黑涡轮,暗黑渦輪,Dark Turbine,Tuabin Bóng Tối,암흑 터빈,Turbina Negra,กังหันมืด,config/item/xddj/icon_ahwl.png,5,<>,TRUE,,199,80,5,7,148,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,301,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,302,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28211,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31409,冠军奖杯,冠軍獎杯,Champion's Trophy,Cúp Vô Địch,챔피언 트로피,Troféu de Campeão,ถ้วยรางวัลแชมป์เปี้ยน,config/item/xddj/icon_gjpf.png,5,<>,TRUE,,199,80,5,7,149,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;1;1;1.1;1;1.1>,0.5,5,5,303,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,304,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28212,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31410,绯红引擎,緋紅引擎,Crimson Engine,Động Cơ Đỏ Thẫm,진홍의 엔진,Motor Carmesim,เครื่องยนต์สีเลือด,config/item/xddj/icon_fhyq.png,5,<>,TRUE,,199,80,5,7,150,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,305,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,306,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28213,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31411,血翼飞刃,血翼飛刃,Blood-Wing Blade,Lưỡi Dao Cánh Máu,피의 날개 칼날,Lâmina de Asa de Sangue,ดาบปีกโลหิต,config/item/xddj/icon_xyfr.png,5,<>,TRUE,,199,80,5,7,151,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,307,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,308,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28214,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31412,虫鸣巨钳,蟲鳴巨鉗,Bug Buzz Pincer,Kìm Bọ Kêu,벌레의 울음소리 거대 집게,Pinça Zumbido de Inseto,คีมเสียงแมลง,config/item/xddj/icon_hssd.png,5,<>,TRUE,,199,80,5,7,152,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,309,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,310,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28215,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31413,黄昏之冠,黃昏之冠,Twilight Crown,Vương Miện Hoàng Hôn,황혼의 왕관,Coroa do Crepúsculo,มงกุฎสนธยา,config/item/xddj/icon_hhzg.png,5,<>,TRUE,,199,80,5,7,153,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,311,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,312,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28216,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31414,大金刚宝玉,大金剛寶玉,Adamant Orb,Ngọc Kim Cương Lớn,큰 금강옥,Adamant Orb,ลูกแก้วอดาแมนต์ใหญ่,config/item/xddj/icon_djgby.png,5,<>,TRUE,,199,80,5,7,154,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,313,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,314,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28217,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
31415,大地神石,大地神石,Earth Stone,Đá Đất,대지의 돌,Pedra da Terra,หินแห่งปฐพี,config/item/xddj/icon_ddss.png,5,<>,TRUE,,199,80,5,7,155,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,5,5,315,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,316,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28218,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30505,神·虫鸣巨钳,神·蟲鳴巨鉗,Divine Bug Buzz Pincer,Thần Kìm Bọ Kêu,신성한 벌레의 울음소리 거대 집게,Pinça Zumbido de Inseto Divina,คีมเสียงแมลงศักดิ์สิทธิ์,config/item/xddj/icon_hssd.png,6,<>,TRUE,,199,80,6,7,156,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,6,6,317,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,318,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28219,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30506,神·黄昏之冠,神·黃昏之冠,Divine Twilight Crown,Thần Vương Miện Hoàng Hôn,신성한 황혼의 왕관,Coroa do Crepúsculo Divina,มงกุฎสนธยาศักดิ์สิทธิ์,config/item/xddj/icon_hhzg.png,6,<>,TRUE,,199,80,6,7,157,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,6,6,319,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,320,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28220,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30507,神·大金刚宝玉,神·大金剛寶玉,Divine Adamant Orb,Thần Ngọc Kim Cương Lớn,신성한 큰 금강옥,Adamant Orb Divina,ลูกแก้วอดาแมนต์ใหญ่ศักดิ์สิทธิ์,config/item/xddj/icon_djgby.png,6,<>,TRUE,,199,80,6,7,158,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;1;1.1;1>,0.5,6,6,321,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,322,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28221,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
