变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,roleName_vn,roleName_pt,roleName_th,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,初始抽卡—获得新卡牌,13,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,初始抽卡-恭喜获得新卡牌,13,,,,,,,,,,,1,,,2,2,<32>,,,,,,,,,,,,恭喜你获得了新卡牌，让我们把他加入阵容吧,恭喜你獲得了新卡牌，讓我們把他加入陣容吧,"Congratulations on getting a new card, let's add it to the lineup.",Chúc mừng bạn đã nhận được thẻ bài mới! Hãy thêm nó vào đội hình nào.,"""축하해, 새로운 카드을 획득했어 로토. 그럼 어서 라인업에 추가해 보자 로토.""",Parabéns por conseguir um novo card! Vamos adicioná-lo à formação.,ขอแสดงความยินดีที่ได้รับการ์ดใหม่! มาเพิ่มเข้าไปในทีมกันเถอะ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,主城布阵-剧情对白,14,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเดกซ์,让我们把新精灵加入布阵吧,讓我們把新精靈加入佈陣吧,Let's add the new Pokémon into the line-up.,Hãy thêm Pokémon mới vào đội hình nào.,새로운 포켓몬을 라인업에 추가해 보자 로토.,Vamos adicionar o novo Pokémon à formação.,มาเพิ่มโปเกมอนตัวใหม่ลงในทีมกันเถอะ,,,,,,,,,,,,,,
142,142,主城布阵-剧情对白,14,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,通过主城上的编队入口也可以快捷进行布阵调节,通過主城上的編隊入口也可以快捷進行佈陣調節,You can also quickly adjust the formation through the formation entrance in the main city.,Bạn cũng có thể nhanh chóng điều chỉnh đội hình thông qua lối vào đội hình ở thành chính.,메인 시티의 편성 경로를 통해서도 라인업을 수정할 수 있어 로토.,Você também pode ajustar rapidamente sua formação através da entrada de formação na cidade principal.,คุณสามารถปรับเปลี่ยนกองทัพได้อย่างรวดเร็วผ่านทางทางเข้ากองทัพในเมืองหลักได้เช่นกัน,,,,,,,,,,,,,,
143,143,主城布阵-进入布阵,14,,,,,,,,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里进入布阵,點擊這裡進入佈陣,Tap here to adjust the formation.,Nhấn vào đây để vào đội hình,라인업 메뉴로 입장해 로토.,Clique aqui para entrar na formação,คลิกที่นี่เพื่อเข้าสู่การจัดวาง,,单抽,<centerBottomPanel;actionList;team>,,effect/shouyindao.skel,270,,,,,,,,
144,144,主城布阵-引导布阵,14,,,,,,,,,,,,,0.1,,2,,,{x=0;y=100},login/new_character/img_tjltm@.png,{x=0;y=100},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,#C0xE77421#点击#C0x5B545B#这里，可以进行快速布阵,#C0xE77421#點擊#C0x5B545B#這裡，可以進行快速佈陣,#C0xE77421#Tap#C0x5B545B# here to begin quick adjustment of formation.,#C0xE77421#Nhấp vào#C0x5B545B#đây để sắp đội hình nhanh.,여길 #C0xE77421#터치#C0x5B545B#하면 퀵 라인업을 진행할 수 있어 로토.,#C0xE77421#Clique#C0x5B545B#aqui para formação rápida.,#C0xE77421#คลิก#C0x5B545B#ที่นี่เพื่อจัดทีมอย่างรวดเร็ว,,,<rightDown;btnOneKeySet>,,effect/shouyindao.skel,,,,,,,,,
145,145,主城布阵-返回主界面,14,,,,,,,1,,,,,,0.1,,2,,,{x=0;y=100},login/new_character/img_tjltm@.png,{x=0;y=100},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเด็กซ์,#C0xE77421#点击#C0x5B545B#这里，返回主界面,#C0xE77421#點擊#C0x5B545B#這裡，返回主介面,#C0xE77421#Tap#C0x5B545B# here to return to the main interface.,#C0xE77421#Nhấp vào #C0x5B545B#đây để quay lại giao diện chính,여길 #C0xE77421#터치#C0x5B545B#해 메인화면으로 돌아가 로토.,#C0xE77421#Clique #C0x5B545B#aqui para voltar ao menu principal,#C0xE77421#คลิก#C0x5B545B#ที่นี่เพื่อกลับไปยังหน้าจอหลัก,,,<leftTopPanel;back>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,151,关卡1-2-主城到达,15,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,接下来，让我们继续冒险,接下來，讓我們繼續冒險,"Next, let's continue with our adventure.","Tiếp theo, chúng ta hãy tiếp tục cuộc phiêu lưu!",그럼 이제 모험을 계속해 보자 로토.,"Em seguida, vamos continuar nossa aventura!",ต่อไปนี้ เรามาผจญภัยกันต่อเถอะ!,,,,,,,,,,,,,,
152,152,关卡1-2-引导点击关卡界面,15,,,,,,,,,,,,,,,1,,,{x=450;y=250},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,点击这里进入关卡,點擊這裡進入關卡,Tap here to enter the level.,Nhấp vào đây để vào màn chơi,스테이지로 입장해 로토.,Clique aqui para entrar na fase,คลิกที่นี่เพื่อเข้าสู่ด่าน,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
153,153,关卡1-2-引导选择关卡,15,,,,,,,,,,,,,2,,2,,,{x=0;y=300},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,点击这里，选择将要进入的关卡,點擊這裡，選擇將要進入的關卡,Tap here to select the level.,Nhấn vào đây để chọn màn chơi bạn muốn vào.,입장할 스테이지를 선택해 로토.,Clique aqui para selecionar o nível que deseja entrar.,คลิกที่นี่เพื่อเลือกด่านที่คุณต้องการเข้าไป,,1-1关卡,<pageView;page1;gate2>,,effect/shouyindao.skel,,,,,,,,,
154,154,关卡1-2-引导点击挑战,15,,,,,,,,,,,,,0.1,,1,,,{x=100;y=0},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里，让我们开始为战斗准备,點擊這裡，讓我們開始為戰鬥準備,Tap here to prepare for battle.,Nhấp vào đây để bắt đầu chuẩn bị cho trận chiến.,그럼 여길 터치해 전투 준비를 시작하자 로토.,Clique aqui para começar a se preparar para a batalha.,คลิกที่นี่เพื่อเริ่มเตรียมการสำหรับการต่อสู้,,挑战,<rightDown;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
155,155,关卡1-2-引导开始战斗,15,,,,,,,3,,,,,,,,,,,{x=0;y=150},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,布置好你的阵容了，那就点击这里开始战斗吧。,佈置好你的陣容了，那就點擊這裡開始戰鬥吧。,"Now that you have your line-up, tap here to start the battle.","Đội hình của bạn đã sẵn sàng, hãy nhấp vào đây để bắt đầu trận chiến!",라인업 배치를 끝내고 여길 터치해 전투를 시작하자 로토.,"Sua equipe está pronta, clique aqui para começar a batalha!",ทีมของคุณพร้อมแล้ว คลิกที่นี่เพื่อเริ่มการต่อสู้!,,布阵完成后的挑战,<btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160,空白,16,,battle.battle_end.win,3,,finish(15) and not finish(16),,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,关卡1-2-升级空白引导,16,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,<back>,,,,,,,,,,,
162,162,关卡1-2-精灵升品-剧情对白,16,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,我们得到了用于突破的精灵材料，快去试试吧,我們得到了用於突破的精靈材料，快去試試吧,We've got the Pokémon material for the breakthrough. Let's give it a try!,"Chúng ta đã có được nguyên liệu Pokémon cần thiết để đột phá, hãy thử đi!",포켓몬의 돌파 재료를 획득했어 로토. 어서 시험해 보자!,"Nós conseguimos os materiais Pokémon necessários para a quebra de limite, vá tentar!",เราได้วัสดุโปเกมอนที่จำเป็นสำหรับการพัฒนาแล้ว ไปลองใช้กันเถอะ!,,,,,,,,,,,,,,
163,163,关卡1-2-返回主城,16,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<backBtn>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,171,精灵升品-剧情对白,17,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,突破可以提升精灵实力，拥有更高的战斗力,突破可以提升精靈實力，擁有更高的戰鬥力,Breakthrough to enhance the strength of the Pokémons and have higher combat power.,"Sự đột phá có thể tăng cường sức mạnh của Pokémon, mang lại khả năng chiến đấu cao hơn.",돌파를 진행하면 포켓몬의 전투력을 높일 수 있어 로토.,"As rupturas podem aumentar a força dos Pokémon, concedendo-lhes maior capacidade de combate.",การพัฒนาสามารถเพิ่มพลังของโปเกมอน ทำให้มีพลังการต่อสู้สูงขึ้น,,,,,,,,,,,,,,
172,172,精灵升品-打开背包,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=100},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里进入精灵背包,點擊這裡進入精靈背包,Tap here to open the bag.,Nhấp vào đây để vào túi Pokémon,포켓몬 가방을 열어 봐 로토.,Clique aqui para acessar a Mochila Pokémon,คลิกที่นี่เพื่อเข้าไปยังกระเป๋าโปเกมอน,,精灵背包,<centerBottomPanel;actionList;cardBag>,,effect/shouyindao.skel,150,,,,,,,,
173,173,精灵升品-选择第一个精灵,17,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里进入精灵的强化界面,點擊這裡進入精靈的強化介面,Tap here to enter the Pokémon enhancement interface.,Nhấp vào đây để vào giao diện tăng cường Pokémon.,이번엔 여길 터치해 포켓몬 강화 메뉴로 입장해 로토.,Clique aqui para acessar a interface de fortalecimento de Pokémon.,คลิกที่นี่เพื่อเข้าสู่ส่วนเสริมความแข็งแกร่งของโปเกมอน,,第一个精灵,<centerPanel;cardList;subList;cardItem1>,,effect/shouyindao.skel,,,,,,,,,
174,174,精灵升品-点击突破页签,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点一下这里，打开突破面板。,點一下這裡，打開突破面板。,Tap here to open the Breakthrough interface.,Nhấp vào đây để mở bảng đột phá.,여길 터치하면 돌파 메뉴를 열 수 있어 로토.,Clique aqui para abrir o painel de avanço.,คลิกที่นี่เพื่อเปิดแผงพัฒนา,,升级,<right;list;advance;btnNormal>,,effect/shouyindao.skel,,,,,,,,,
175,175,精灵升品-点击突破按钮,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里进行突破,點擊這裡進行突破,Click here to breakthrough.,Nhấp vào đây để đột phá,돌파를 진행해 로토.,Clique aqui para avançar,คลิกที่นี่เพื่อฝ่าวงล้อม,,经验药水,<panel;btnUp>,,effect/shouyindao.skel,,,,,,,,,
176,176,精灵升品-空白按钮,17,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177,精灵升品-空白按钮,17,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,178,精灵升品-继续战斗,17,,,,,,,,,,,1,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,通过突破，精灵的战斗得到了显著提升，让我们继续战斗吧,通過突破，精靈的戰鬥得到了顯著提升，讓我們繼續戰鬥吧,"With the breakthrough, the combat power of the Pokémon has increased greatly. Now, let's continue fighting!","Sau khi đột phá, sức mạnh chiến đấu của Pokémon đã được cải thiện đáng kể. Hãy tiếp tục chiến đấu nào!",돌파를 통해 포켓몬의 전투력이 현저히 증가했어 로토. 그럼 계속 싸워보자 로토.,"Com a quebra de limite, o poder de batalha do Pokémon aumentou significativamente. Vamos continuar a lutar!",หลังจากการพัฒนาแล้ว พลังการต่อสู้ของโปเกมอนเพิ่มขึ้นอย่างมาก มาต่อสู้กันต่อเถอะ!,,,,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,关卡1-2宝箱-主城到达,18,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,接下来，让我们继续冒险,接下來，讓我們繼續冒險,"Next, let's continue with our adventure.","Tiếp theo, chúng ta hãy tiếp tục cuộc phiêu lưu.",그럼 이제 모험을 계속해 보자 로토.,"Em seguida, vamos continuar nossa aventura.",ต่อไปนี้ มาผจญภัยกันต่อเถอะ,,,,,,,,,,,,,,
182,182,关卡1-2宝箱-引导点击关卡界面,18,,,,,,,,,,,,,,,1,,,{x=450;y=250},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,点击这里进入关卡,點擊這裡進入關卡,Tap here to enter the level.,Nhấp vào đây để vào màn chơi,스테이지로 입장해 로토.,Clique aqui para entrar na fase,คลิกที่นี่เพื่อเข้าสู่ด่าน,,主界面关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,150,,,,,,,,
183,183,关卡1-2宝箱-剧情对白,18,,,,,,,,,,,,,1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,地图上出现了宝箱，让我们快去领取吧,地圖上出現了寶箱，讓我們快去領取吧,"Chests have appeared on the map, let's go and claim it!",Một rương kho báu đã xuất hiện trên bản đồ! Hãy nhanh chóng đến lấy nó nào!,"""지도에 보물상자가 나타났어, 어서 받으러 가자 로토.""",Um baú do tesouro apareceu no mapa! Vamos buscá-lo!,กล่องสมบัติปรากฏบนแผนที่แล้ว! ไปรับกันเถอะ!,,,,,,,,,,,,,,
184,184,关卡1-2宝箱-领取宝箱,18,,,,,,,,,,,,,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点击这里领取宝箱,點擊這裡領取寶箱,Tap here to claim the chest.,Nhấp vào đây để nhận rương báu,보물상자를 수령해 로토.,Clique aqui para resgatar seu baú do tesouro,คลิกที่นี่เพื่อรับหีบสมบัติ,,主界面关卡,<pageView;page1;box1>,,effect/shouyindao.skel,,,,,,,,,
