变量名,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,_message,message_tw,message_en,needNotice_vn,message_kr,message_pt,message_th,conditionDesc,conditionDesc_tw,conditionDesc_en,conditionDesc_kr,conditionDesc_vn,conditionDesc_pt,conditionDesc_th,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
1122,通行证S23,通行證S23,Pass S23,Thẻ thông hành S23,패스 S23,Passe S23,พาส S23,,pic,<92;153;112>,,config/title/img_txzs23.png,,3,,1,,2492,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1123,通行证S24,通行證S24,Pass S24,Thẻ thông hành S24,패스 S24,Passe S24,พาส S24,,pic,<92;153;112>,,config/title/img_txzs24.png,,3,,1,,2493,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1124,通行证S25,通行證S25,Pass S25,Thẻ thông hành S25,패스 S25,Passe S25,พาส S25,,pic,<92;153;112>,,config/title/img_txzs25.png,,3,,1,,2494,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1125,通行证S26,通行證S26,Pass S26,Thẻ thông hành S26,패스 S26,Passe S26,พาส S26,,pic,<92;153;112>,,config/title/img_txzs26.png,,3,,1,,2495,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1126,通行证S27,通行證S27,Pass S27,Thẻ thông hành S27,패스 S27,Passe S27,พาส S27,,pic,<92;153;112>,,config/title/img_txzs27.png,,3,,1,,2496,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1127,通行证S28,通行證S28,Pass S28,Thẻ thông hành S28,패스 S28,Passe S28,พาส S28,,pic,<92;153;112>,,config/title/img_txzs28.png,,3,,1,,2497,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1128,通行证S29,通行證S29,Pass S29,Thẻ thông hành S29,패스 S29,Passe S29,พาส S29,,pic,<92;153;112>,,config/title/img_txzs29.png,,3,,1,,2498,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
1129,通行证S30,通行證S30,Pass S30,Thẻ thông hành S30,패스 S30,Passe S30,พาส S30,,pic,<92;153;112>,,config/title/img_txzs30.png,,3,,1,,2499,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2001,天赋异禀,天賦異稟,Exceptionally Gifted,Tài năng thiên bẩm,타고난 재능,Talento Excepcional,พรสวรรค์โดดเด่น,,spine,<92;153;112>,,title/chenghao_tfyb.skel,<254;104>,4,,1,,2501,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,1,1%,0,0,,0,0,
2002,星路迢迢,星路迢迢,Long Starry Road,Con đường đầy sao,별의 길은 멀고도 멀다,Longo Caminho Estrelado,เส้นทางดาวอันยาวไกล,,pic,<92;153;112>,config/title/img_red@.png,config/title/xltt.png,,4,,1,,2502,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,1,1000,0,0,,0,0,
2003,星级达人,星級達人,Star Master,Cao thủ cấp sao,별의 달인,Mestre das Estrelas,ปรมาจารย์แห่งดวงดาว,,pic,<92;153;112>,config/title/img_red@.png,config/title/xjdr.png,,4,,1,,2503,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,80,0,10,80,0,0,
2004,升星狂人,升星狂人,Star-up Maniac,Kẻ cuồng tăng sao,승급광,Maníaco por Subir Estrelas,คนบ้าเพิ่มดาว,,spine,<92;153;112>,,title/chenghao_sxkr.skel,<254;104>,4,,1,,2504,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,13,1%,0,0,,0,0,
2005,完美觉醒,完美覺醒,Perfect Awakening,Thức tỉnh hoàn hảo,완벽한 각성,Despertar Perfeito,การปลุกพลังที่สมบูรณ์แบบ,,pic,<92;153;112>,config/title/img_red@.png,config/title/wmjx.png,,4,,1,,2505,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,120,0,10,120,0,0,
2006,稀有宝物,稀有寶物,Rare Treasure,Bảo vật hiếm có,희귀한 보물,Tesouro Raro,สมบัติหายาก,,pic,<92;153;112>,config/title/img_red@.png,config/title/xybw.png,,4,,1,,2506,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,120,0,8,120,0,0,
2007,不可能任务,不可能的任務,Mission: Impossible,Nhiệm vụ bất khả thi,불가능한 임무,Missão: Impossível,ภารกิจที่เป็นไปไม่ได้,,pic,<92;153;112>,config/title/img_red@.png,config/title/bknrw.png,,4,,1,,2507,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,150,0,8,150,0,0,
2008,只是传说,只是傳說,Just a Legend,Chỉ là truyền thuyết,그저 전설일 뿐,Apenas uma Lenda,เป็นเพียงตำนาน,,spine,<92;153;112>,,title/chenhao_zscs.skel,<254;104>,4,,1,,2508,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,1%,0,10,1%,0,0,
2009,斯巴达勇士,斯巴達勇士,Spartan Warrior,Dũng sĩ Spartan,스파르타 용사,Guerreiro Espartano,นักรบสปาร์ตัน,,pic,<92;153;112>,config/title/img_red@.png,config/title/sbdys.png,,4,,1,,2509,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,120,0,8,120,0,0,
2010,送人玫瑰,送人玫瑰,A Rose for You,Tặng hoa hồng cho người,장미를 주는 사람,Uma Rosa para Você,มอบดอกกุหลาบ,,pic,<92;153;112>,config/title/img_red@.png,config/title/srmg.png,,4,,1,,2510,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,1,1200,0,13,30,0,0,
2011,大力出奇迹,大力出奇蹟,Miracle by Brute Force,Sức mạnh tạo nên kỳ tích,큰 힘은 기적을 낳는다,A Força Bruta Faz Milagres,พลังมหาศาลสร้างปาฏิหาริย์,,spine,<92;153;112>,,title/chenhao_dlcqj.skel,<254;104>,4,,1,,2511,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,1%,0,8,1%,0,0,
2012,双黄蛋,雙黃蛋,Double Yolk,Trứng đôi,쌍알,Gema Dupla,ไข่แฝด,,spine,<92;153;112>,,title/shd.skel,<254;104>,4,,1,,2512,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,600,0,8,600,0,0,
2013,帽子戏法,帽子戲法,Hat-trick,Cú hat-trick,해트트릭,Hat-trick,แฮตทริก,,spine,<92;153;112>,,title/mzxf.skel,<254;104>,4,,1,,2513,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,800,0,8,800,0,0,
2014,家里有矿,家裡有礦,Rich at Home,Nhà có mỏ,집에 광산이 있다,Rico de Berço,ที่บ้านมีเหมือง,,spine,<92;153;112>,,title/jlyk.skel,<254;104>,4,,1,,2514,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,320,0,10,320,0,0,
2015,龙王喷水,龍王噴水,Dragon King's Spout,Long Vương phun nước,용왕의 물대포,Jato do Rei Dragão,ราชามังกรพ่นน้ำ,,spine,<92;153;112>,,title/lwps.skel,<254;104>,4,,1,,2515,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,1,2000,0,0,,0,0,
2016,不可思议の,不可思議の,Incredible,Không thể tin được,불가사의한,Inacreditável,น่าเหลือเชื่อ,,spine,<92;153;112>,,title/ch_bksyd.skel,<254;104>,4,,1,,2516,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,580,0,8,580,0,0,
2017,征服者,征服者,Conqueror,Kẻ chinh phục,정복자,Conquistador,ผู้พิชิต,,spine,<92;153;112>,,title/ch_zfz.skel,<254;104>,4,,1,,2517,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,340,0,10,340,0,0,
2018,渔 夫,漁夫,Fisherman,Ngư ông,어부,Pescador,ชาวประมง,,txt,<61;138;153>,config/title/img_blue@.png,,,4,,1,,2518,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,20,0,10,20,0,0,
2019,垂钓高手,垂釣高手,Skilled Angler,Cao thủ câu cá,낚시의 고수,Pescador Habilidoso,นักตกปลามือฉมัง,,txt,<61;138;153>,config/title/img_blue@.png,,,4,,1,,2519,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,80,0,10,80,0,0,
2020,垂钓达人,垂釣達人,Fishing Expert,Cao thủ câu cá,낚시의 달인,Especialista em Pesca,ปรมาจารย์การตกปลา,,txt,<138;92;153>,config/title/img_purple@.png,,,4,,1,,2520,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,120,0,10,120,0,0,
2021,垂钓宗师,垂釣宗師,Fishing Grandmaster,Bậc thầy câu cá,낚시의 종사,Grão-Mestre da Pesca,ปรมาจารย์ใหญ่แห่งการตกปลา,,txt,<228;94;76>,config/title/img_red@.png,,,4,,1,,2521,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,9,180,0,10,180,0,0,
2022,老人与海,老人與海,The Old Man and the Sea,Ông già và biển cả,노인과 바다,O Velho e o Mar,เฒ่าผจญทะเล,,txt,<138;92;153>,config/title/img_purple@.png,,,4,,1,,2522,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,7,80,0,8,80,0,0,
2023,道馆挑战者,道館挑戰者,Gym Challenger,Người thách đấu Nhà thi đấu,체육관 도전자,Desafiante de Ginásio,ผู้ท้าชิงยิม,,txt,<228;94;76>,config/title/img_red@.png,,,4,,1,,2523,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,17,100,0,0,,0,0,
2024,主角光环,主角光環,Protagonist's Halo,Hào quang nhân vật chính,주인공 버프,Aura de Protagonista,ออร่าตัวเอก,,spine,<92;153;112>,,title/zhujueguanghuan.skel,<254;104>,4,,1,,2524,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,16,100,0,0,,0,0,
2025,冒险王子,冒險王子,Adventure Prince,Hoàng tử Mạo hiểm,모험의 왕자,Príncipe da Aventura,เจ้าชายแห่งการผจญภัย,,spine,<92;153;112>,,title/maoxianwangzi.skel,<254;104>,4,,1,,2525,,,,1,0,,,,,,,,,成就系统内获得,成就系統內獲得,Obtained from the achievement system,업적 시스템 내에서 획득,Nhận trong Hệ thống Thành tựu,Obtido no Sistema de Conquistas,ได้รับในระบบความสำเร็จ,,,,,,,,0,1,1%,0,0,,0,0,
2026,你是什么鬼,你是什麼鬼,What the heck are you?,Bạn là con quỷ gì vậy,너는 무슨 귀신이냐,Que diabos é você?,แกเป็นผีอะไรกันแน่,,pic,<92;153;112>,,config/title/img_nssmg.png,,3,,1,,2526,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2027,平安圣诞,平安聖誕,Peaceful Christmas,Giáng sinh an lành,평안한 크리스마스,Natal Pacífico,คริสต์มาสอันสงบสุข,,pic,<92;153;112>,,config/title/img_pasd.png,,3,,1,,2527,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2028,幸福元满,幸福圓滿,Happy and Full,Hạnh phúc viên mãn,행복하고 원만함,Felicidade e Plenitude,ความสุขสมบูรณ์,,pic,<92;153;112>,,config/title/img_xfym.png,,3,,1,,2528,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2029,终成眷属,終成眷屬,Finally Together,Cuối cùng cũng thành đôi,마침내 부부가 되다,Finalmente Juntos,สมหวังในรัก,,pic,<92;153;112>,,config/title/img_zcjs.png,,3,,1,,2529,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2030,呆呆传说,呆呆傳說,Slowpoke Legend,Truyền thuyết Slowpoke,야돈 전설,Lenda do Slowpoke,ตำนานยาโดน,,pic,<92;153;112>,,config/title/img_ddcs.png,,3,,1,,2530,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2031,扇贝贝王,扇貝貝王,King of Scallops,Vua sò điệp,가리비 왕,Rei das Vieiras,ราชาหอยเชลล์,,pic,<92;153;112>,,config/title/img_sbbw.png,,3,,1,,2531,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2032,缤纷一夏,繽紛一夏,Colorful Summer,Mùa hè rực rỡ,다채로운 여름,Verão Colorido,ฤดูร้อนหลากสีสัน,,pic,<92;153;112>,,config/title/img_bfyx.png,,3,,1,,2532,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2033,盛宴之星,盛宴之星,Star of the Feast,Ngôi sao của bữa tiệc,향연의 별,Estrela do Banquete,ดาวเด่นแห่งงานเลี้ยง,,pic,<92;153;112>,,config/title/img_syzx.png,,3,,1,,2533,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2034,元气满满,元氣滿滿,Full of Vigor,Tràn đầy năng lượng,활기 가득,Cheio de Vigor,เปี่ยมด้วยพลัง,,pic,<92;153;112>,,config/title/img_yqmm.png,,3,,1,,2534,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2035,新年新气象,新年新氣象,"New Year, New Vibe",Năm mới khí thế mới,새해 새 기상,"Ano Novo, Vibe Nova",ปีใหม่ บรรยากาศใหม่,,pic,<92;153;112>,,config/title/img_xnxqx.png,,3,,1,,2535,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,80,0,8,80,0,0,
2036,闹元宵,鬧元宵,Celebrating the Lantern Festival,Vui Tết Nguyên Tiêu,원소절 즐기기,Celebrando o Festival das Lanternas,ฉลองเทศกาลโคมไฟ,,pic,<92;153;112>,,config/title/img_23nyx.png,,3,,1,,2536,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2037,浓情蜜意,濃情蜜意,Deep Affection,Tình cảm nồng thắm,짙은 애정,Afeição Profunda,ความรักอันลึกซึ้ง,,pic,<92;153;112>,,config/title/img_nqmy.png,,3,,1,,2537,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2038,剑道大师,劍道大師,Kendo Master,Đại sư Kiếm đạo,검도의 대가,Mestre do Kendo,ปรมาจารย์เคนโด้,,pic,<92;153;112>,,config/title/img_jdds.png,,3,,1,,2538,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2039,勇往直前,勇往直前,Forge Ahead Bravely,Dũng cảm tiến lên,용감하게 앞으로 나아가다,Avante com Coragem,มุ่งหน้าไปข้างหน้าอย่างกล้าหาญ,,pic,<92;153;112>,,config/title/img_ywzq.png,,3,,1,,2539,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2040,龙粽登场,龍粽登場,Dragon Zongzi Appears,Bánh chưng rồng xuất hiện,용 쫑쯔 등장,Zongzi Dragão Aparece,บ๊ะจ่างมังกรปรากฏตัว,,pic,<92;153;112>,,config/title/img_lzdc.png,,3,,1,,2540,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2041,考古学家,考古學家,Archaeologist,Nhà khảo cổ học,고고학자,Arqueólogo,นักโบราณคดี,,pic,<92;153;112>,,config/title/img_kgxj.png,,3,,1,,2541,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2042,荷风香气,荷風香氣,Lotus Wind Fragrance,Hương sen gió thoảng,연꽃 바람의 향기,Fragrância do Vento de Lótus,กลิ่นหอมของสายลมและดอกบัว,,pic,<92;153;112>,,config/title/img_hfxq.png,,3,,1,,2542,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2043,美好相依,美好相依,Beautifully Together,Cùng nhau tốt đẹp,아름다운 동행,Juntos em Beleza,เคียงข้างกันอย่างงดงาม,,pic,<92;153;112>,,config/title/img_mhxy.png,,3,,1,,2543,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2044,月满乾坤,月滿乾坤,Moon Fills the Universe,Trăng tròn đầy trời,달이 가득한 하늘,Lua Cheia no Universo,จันทร์เต็มดวงทั่วหล้า,,pic,<92;153;112>,,config/title/img_ymqk.png,,3,,1,,2544,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,80,0,8,80,0,0,
2045,狂欢进行时,狂歡進行時,Carnival in Progress,Tiệc tùng đang diễn ra,광란의 진행 중,Carnaval em Andamento,งานรื่นเริงกำลังดำเนินไป,,pic,<92;153;112>,,config/title/img_khjxs.png,,3,,1,,2545,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
2046,萌鬼出没,萌鬼出沒,Cute Ghost's Outing,Quỷ dễ thương xuất hiện,귀여운 귀신 출몰,Fantasma Fofo à Solta,ผีน้อยออกอาละวาด,,pic,<92;153;112>,,config/title/img_mgcm.png,,3,,1,,2546,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,1,500,0,0,0,0,0,
2047,喜乐良宵,喜樂良宵,Joyful and Good Night,Đêm vui vẻ,즐겁고 좋은 밤,Noite Feliz e Agradável,ค่ำคืนแห่งความสุข,,pic,<92;153;112>,,config/title/img_xllx.png,,3,,1,,2547,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,9,80,0,10,80,0,0,
2048,超喜欢你,超喜歡你,Like You So Much,Rất thích bạn,너를 너무 좋아해,Gosto Muito de Você,ชอบเธอมาก,,pic,<92;153;112>,,config/title/img_cxhn.png,,3,,1,,2548,,,,1,0,,,,,,,,,特殊活动获得,特殊活動獲得,Obtain from Special Event,특별 이벤트에서 획득,Nhận từ Sự kiện Đặc biệt,Obtido em Evento Especial,ได้รับจากกิจกรรมพิเศษ,,,,,,,,0,7,120,0,8,120,0,0,
